year,state_name,state_code,district_name,district_code,block_name,block_code,num_joint_acc_of_women,num_total_acc_of_women,num_women_beneficiary_worker_with_acc,num_women_beneficiary_active_worker_with_acc
2019-2020,Odisha,21,Balangir,345,Belpara,3287,3544,23982,19791,16214
2019-2020,Odisha,21,Balangir,345,Deogaon,3288,1568,17328,16036,13250
2019-2020,Odisha,21,Balangir,345,Gudvella,3289,2437,10898,8033,6697
2019-2020,Odisha,21,Balangir,345,Khaprakhol,3290,9058,24207,20022,17891
2019-2020,Odisha,21,Balangir,345,Loisinga,3291,2741,16076,12115,8957
2019-2020,Odisha,21,Balangir,345,Muribahal,3292,7233,24597,18606,15269
2019-2020,Odisha,21,Balangir,345,Patnagarh,3293,5584,21173,19305,16466
2019-2020,Odisha,21,Balangir,345,Puintala,3294,3309,15502,13898,10487
2019-2020,Odisha,21,Balangir,345,Saintala,3295,4092,18230,15141,13339
2019-2020,Odisha,21,Balangir,345,Titlagarh,3296,15501,27941,16046,13042
2019-2020,Odisha,21,Balangir,345,Turekela,3297,3062,19773,15393,12091
2019-2020,Odisha,21,Boudh,349,Boudh,3329,2293,28868,26467,19998
2019-2020,Odisha,21,Boudh,349,Harabhanga,3330,1247,24515,22701,16320
2019-2020,Odisha,21,Boudh,349,Kantamal,3331,4922,31625,23745,18846
2019-2020,Odisha,21,Cuttack,350,Athagad,3332,2423,12742,9869,5885
2019-2020,Odisha,21,Cuttack,350,Badamba,3333,5209,20637,15576,9982
2019-2020,Odisha,21,Cuttack,350,Banki,3334,1857,9380,6847,3442
2019-2020,Odisha,21,Cuttack,350,Banki- Dampara,3335,643,9301,7228,4133
2019-2020,Odisha,21,Cuttack,350,Baranga,3336,3103,11316,5309,2111
2019-2020,Odisha,21,Cuttack,350,Cuttacksadar,3337,670,5223,2924,2053
2019-2020,Odisha,21,Cuttack,350,Kantapada,3338,1026,5319,3979,1794
2019-2020,Odisha,21,Cuttack,350,Mahanga,3339,916,9845,8341,4116
2019-2020,Odisha,21,Cuttack,350,Narasinghpur,3340,7012,29263,23453,17614
2019-2020,Odisha,21,Cuttack,350,Niali,3341,7453,19726,9792,6861
2019-2020,Odisha,21,Cuttack,350,Nischintakoili,3342,658,10705,10079,6690
2019-2020,Odisha,21,Cuttack,350,Salepur,3343,1756,9148,7667,4484
2019-2020,Odisha,21,Cuttack,350,Tangi Choudwar,3344,252,8358,6107,3715
2019-2020,Odisha,21,Cuttack,350,Tigiria,3345,432,5356,5643,3554
2019-2020,Odisha,21,Deogarh,351,Barkote,3346,2491,22072,19594,14101
2019-2020,Odisha,21,Deogarh,351,Reamal,3347,2364,20146,20239,16272
2019-2020,Odisha,21,Deogarh,351,Tileibani,3348,6666,15984,13140,10207
2019-2020,Odisha,21,Dhenkanal,352,Bhuban,3349,882,18294,14395,10818
2019-2020,Odisha,21,Dhenkanal,352,Dhenkanal Sadar,3350,2674,31623,22186,20274
2019-2020,Odisha,21,Dhenkanal,352,Gondia,3351,3141,30767,20975,15161
2019-2020,Odisha,21,Dhenkanal,352,Hindol,3352,661,32583,25666,19166
2019-2020,Odisha,21,Dhenkanal,352,Kamakhyanagar,3353,1414,23662,17866,13267
2019-2020,Odisha,21,Dhenkanal,352,Kankada Had,3354,2077,27325,17944,13492
2019-2020,Odisha,21,Dhenkanal,352,Odapada,3355,2870,27886,15944,12090
2019-2020,Odisha,21,Dhenkanal,352,Parajang,3356,1072,26493,19821,13201
2019-2020,Odisha,21,Gajapati,353,Gosani,3357,3193,14432,8411,6242
2019-2020,Odisha,21,Gajapati,353,Gumma,3358,2233,20095,16481,13549
2019-2020,Odisha,21,Gajapati,353,Kasinagar,3359,1166,9993,7487,5647
2019-2020,Odisha,21,Gajapati,353,Mohona,3360,4072,28537,23127,18802
2019-2020,Odisha,21,Gajapati,353,Nuagada,3361,829,12834,11475,9897
2019-2020,Odisha,21,Gajapati,353,R.Udayagiri,3362,1937,14122,10970,9084
2019-2020,Odisha,21,Gajapati,353,Rayagada,3363,2601,19404,13992,11735
2019-2020,Odisha,21,Ganjam,354,Aska,3364,661,19388,12616,11906
2019-2020,Odisha,21,Ganjam,354,Beguniapada,3365,4581,21191,15424,14165
2019-2020,Odisha,21,Ganjam,354,Bellaguntha,3366,2719,18606,13010,12204
2019-2020,Odisha,21,Ganjam,354,Bhanjanagar,3367,5632,22382,13451,12688
2019-2020,Odisha,21,Ganjam,354,Buguda,3368,1852,16924,12147,11544
2019-2020,Odisha,21,Ganjam,354,Chatrapur,3369,2308,22125,13755,11436
2019-2020,Odisha,21,Ganjam,354,Chikiti,3370,1171,17729,15279,14218
2019-2020,Odisha,21,Ganjam,354,Dharakote,3371,3134,19096,14702,12751
2019-2020,Odisha,21,Ganjam,354,Digapahandi,3372,1918,18924,16249,14960
2019-2020,Odisha,21,Ganjam,354,Ganjam,3373,1694,16024,15354,13716
2019-2020,Odisha,21,Ganjam,354,Hinjilicut,3374,2780,17756,13999,12792
2019-2020,Odisha,21,Ganjam,354,Jagannathprasad,3375,4206,23811,15521,13685
2019-2020,Odisha,21,Ganjam,354,Kabisuryanagar,3376,4013,22292,14432,13232
2019-2020,Odisha,21,Ganjam,354,Khallikote,3377,2266,22961,18542,16378
2019-2020,Odisha,21,Ganjam,354,Kukudakhandi,3378,524,17519,9074,8388
2019-2020,Odisha,21,Ganjam,354,Patrapur,3379,1649,25527,19810,18634
2019-2020,Odisha,21,Ganjam,354,Polosara,3380,1765,23798,18089,16440
2019-2020,Odisha,21,Ganjam,354,Purushottampur,3381,1472,21101,18975,17456
2019-2020,Odisha,21,Ganjam,354,Rangeilunda,3382,3004,24139,12422,11097
2019-2020,Odisha,21,Ganjam,354,Sanakhemundi,3383,1928,21704,15846,14965
2019-2020,Odisha,21,Ganjam,354,Sheragada,3384,2106,21658,10626,9979
2019-2020,Odisha,21,Ganjam,354,Surada,3385,2660,23694,16901,15030
2019-2020,Odisha,21,Jagatsinghapur,355,Balikuda,3386,4871,18425,15526,11855
2019-2020,Odisha,21,Jagatsinghapur,355,Biridi,3387,1709,8876,7701,5639
2019-2020,Odisha,21,Jagatsinghapur,355,Erasama,3388,7814,21290,12442,9662
2019-2020,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,3389,3124,10608,7738,5199
2019-2020,Odisha,21,Jagatsinghapur,355,Kujang,3390,17590,23520,11907,8249
2019-2020,Odisha,21,Jagatsinghapur,355,Naugaon,3391,4044,6123,3576,2376
2019-2020,Odisha,21,Jagatsinghapur,355,Raghunathpur,3392,1685,8039,5901,3626
2019-2020,Odisha,21,Jagatsinghapur,355,Tirtol,3393,4327,13683,11423,7312
2019-2020,Odisha,21,Jajapur,356,Badchana,3394,855,9966,10896,7931
2019-2020,Odisha,21,Jajapur,356,Bari,3395,4955,18253,13635,10314
2019-2020,Odisha,21,Jajapur,356,Binjharpur,3396,3577,20300,11371,9628
2019-2020,Odisha,21,Jajapur,356,Danagadi,3398,938,7954,6590,4000
2019-2020,Odisha,21,Jajapur,356,Dasarathapur,3399,1033,21836,18608,13153
2019-2020,Odisha,21,Jajapur,356,Dharmasala,3397,2044,11086,10400,8141
2019-2020,Odisha,21,Jajapur,356,Jajpur,3400,668,14367,15462,10673
2019-2020,Odisha,21,Jajapur,356,Korei,3401,5078,18720,13856,9740
2019-2020,Odisha,21,Jajapur,356,Rasulpur,3402,275,9810,8382,5876
2019-2020,Odisha,21,Jajapur,356,Sukinda,3403,876,11692,8815,5818
2019-2020,Odisha,21,Jharsuguda,357,Jharsuguda,3404,1270,9272,8133,5961
2019-2020,Odisha,21,Jharsuguda,357,Kirmira,3405,1339,8005,7735,6323
2019-2020,Odisha,21,Jharsuguda,357,Kolabira,3406,1188,8511,8169,6373
2019-2020,Odisha,21,Jharsuguda,357,Laikera,3407,612,9312,8522,6839
2019-2020,Odisha,21,Jharsuguda,357,Lakhanpur,3408,3118,21932,19748,15004
2019-2020,Odisha,21,Kalahandi,358,Bhawanipatna,3409,3201,31615,23961,20272
2019-2020,Odisha,21,Kalahandi,358,Dharamagarh,3410,3225,19063,13692,10996
2019-2020,Odisha,21,Kalahandi,358,Golamunda,3411,4145,25315,23334,21184
2019-2020,Odisha,21,Kalahandi,358,Jayapatna,3412,2895,20750,18868,16337
2019-2020,Odisha,21,Kalahandi,358,Junagarh,3413,3413,23140,20754,14110
2019-2020,Odisha,21,Kalahandi,358,Kalampur,3414,1179,8152,6922,4439
2019-2020,Odisha,21,Kalahandi,358,Karlamunda,3415,1609,8266,8626,6393
2019-2020,Odisha,21,Kalahandi,358,Kesinga,3416,2449,19711,17744,12395
2019-2020,Odisha,21,Kalahandi,358,Kokasara,3417,5940,17689,10918,8943
2019-2020,Odisha,21,Kalahandi,358,Lanjigarh,3418,1816,17409,18730,16899
2019-2020,Odisha,21,Kalahandi,358,Madanpur Rampur,3419,1482,16405,15982,14241
2019-2020,Odisha,21,Kalahandi,358,Narala,3420,2605,18209,12419,8361
2019-2020,Odisha,21,Kalahandi,358,Thuamul Ram Pur,3421,4445,20360,18936,16422
2019-2020,Odisha,21,Kandhamal,359,Baliguda,3422,1788,13820,11613,11074
2019-2020,Odisha,21,Kandhamal,359,Chakapad,3423,3467,13747,11189,10741
2019-2020,Odisha,21,Kandhamal,359,Daringibadi,3424,6083,23768,16991,16500
2019-2020,Odisha,21,Kandhamal,359,G.Udayagiri,3425,1899,8005,5500,5222
2019-2020,Odisha,21,Kandhamal,359,K.Nuagan,3426,2177,12991,10196,9728
2019-2020,Odisha,21,Kandhamal,359,Khajuripada,3427,3984,15423,10395,9984
2019-2020,Odisha,21,Kandhamal,359,Kotagarh,3428,3735,13939,8230,7746
2019-2020,Odisha,21,Kandhamal,359,Phiringia,3429,8458,28855,18282,17610
2019-2020,Odisha,21,Kandhamal,359,Phulbani,3430,1192,9214,7634,7377
2019-2020,Odisha,21,Kandhamal,359,Raikia,3431,1215,12521,10285,9787
2019-2020,Odisha,21,Kandhamal,359,Tikabali,3432,2030,10857,8665,8347
2019-2020,Odisha,21,Kandhamal,359,Tumudibandh,3433,2880,13463,8565,8067
2019-2020,Odisha,21,Kendrapara,360,Aul,3434,1919,16642,14888,9551
2019-2020,Odisha,21,Kendrapara,360,Derabish,3435,358,8238,9976,6277
2019-2020,Odisha,21,Kendrapara,360,Garadapur,3436,86,6283,7778,5407
2019-2020,Odisha,21,Kendrapara,360,Kendrapada,3437,642,13056,11937,8260
2019-2020,Odisha,21,Kendrapara,360,Mahakalapada,3438,2942,20817,22514,14075
2019-2020,Odisha,21,Kendrapara,360,Marsaghai,3439,4003,12572,9292,5921
2019-2020,Odisha,21,Kendrapara,360,Pattamundai,3440,2121,14938,11724,7361
2019-2020,Odisha,21,Kendrapara,360,Rajkanika,3441,1695,15861,14920,9787
2019-2020,Odisha,21,Kendrapara,360,Rajnagar,3442,1529,17284,16642,11263
2019-2020,Odisha,21,Kendujhar,361,Anandapur,3443,888,14050,10566,8268
2019-2020,Odisha,21,Kendujhar,361,Bansapal,3444,703,21231,18289,16316
2019-2020,Odisha,21,Kendujhar,361,Champua,3445,631,18228,17596,15117
2019-2020,Odisha,21,Kendujhar,361,Ghasipura,3446,1404,17992,16334,12093
2019-2020,Odisha,21,Kendujhar,361,Ghatgaon,3447,628,23717,22156,18171
2019-2020,Odisha,21,Kendujhar,361,Harichadanpur,3448,2648,26911,20881,16963
2019-2020,Odisha,21,Kendujhar,361,Hatadihi,3449,1582,26193,21202,15457
2019-2020,Odisha,21,Kendujhar,361,Jhumpura,3450,2085,24874,19961,16821
2019-2020,Odisha,21,Kendujhar,361,Joda,3451,3040,14680,9393,7645
2019-2020,Odisha,21,Kendujhar,361,Kendujhar Sadar,3452,1177,25940,23191,18676
2019-2020,Odisha,21,Kendujhar,361,Patana,3453,431,22999,21807,19465
2019-2020,Odisha,21,Kendujhar,361,Saharapada,3454,1386,23965,18100,16154
2019-2020,Odisha,21,Kendujhar,361,Telkoi,3455,2293,25447,18350,15100
2019-2020,Odisha,21,Khordha,362,Balianta,3456,393,6839,5844,3588
2019-2020,Odisha,21,Khordha,362,Balipatna,3457,806,8225,6569,3138
2019-2020,Odisha,21,Khordha,362,Banapur,3458,1515,12648,9456,6390
2019-2020,Odisha,21,Khordha,362,Begunia,3459,184,9728,10625,7436
2019-2020,Odisha,21,Khordha,362,Bhubaneswar,3460,206,2523,1568,882
2019-2020,Odisha,21,Khordha,362,Bolagarh,3461,146,11223,11439,6906
2019-2020,Odisha,21,Khordha,362,Chilika,3462,514,9053,6623,4741
2019-2020,Odisha,21,Khordha,362,Jatni,3463,409,4194,3446,1755
2019-2020,Odisha,21,Khordha,362,Khordha,3464,340,6896,6297,4207
2019-2020,Odisha,21,Khordha,362,Tangi,3465,769,11150,10675,5893
2019-2020,Odisha,21,Koraput,363,Bandhugaon,3466,2782,13053,9839,8809
2019-2020,Odisha,21,Koraput,363,Boipariguda,3467,17169,30823,15306,13028
2019-2020,Odisha,21,Koraput,363,Borigumma,3468,5110,32347,23757,21640
2019-2020,Odisha,21,Koraput,363,Dasamantapur,3469,10061,20008,11740,9843
2019-2020,Odisha,21,Koraput,363,Jeypore,3470,3020,16511,12589,10786
2019-2020,Odisha,21,Koraput,363,Koraput,3471,1393,11672,9138,7317
2019-2020,Odisha,21,Koraput,363,Kotpad,3472,4794,15746,12655,10672
2019-2020,Odisha,21,Koraput,363,Kundura,3473,4800,15716,10115,8267
2019-2020,Odisha,21,Koraput,363,Lamtaput,3474,1204,16445,10431,9618
2019-2020,Odisha,21,Koraput,363,Laxmipur,3475,346,13415,10264,9078
2019-2020,Odisha,21,Koraput,363,Nandapur,3476,3616,22662,16297,13345
2019-2020,Odisha,21,Koraput,363,Narayan Patana,3477,1344,9983,7637,6427
2019-2020,Odisha,21,Koraput,363,Pottangi,3478,1449,16277,12435,10376
2019-2020,Odisha,21,Koraput,363,Semiliguda,3479,3078,15004,11128,8971
2019-2020,Odisha,21,Malkangiri,364,Chitrakonda,3483,3631,11220,8590,7174
2019-2020,Odisha,21,Malkangiri,364,Kalimela,3480,6024,24423,20812,16731
2019-2020,Odisha,21,Malkangiri,364,Khairaput,3481,2347,12264,9812,8786
2019-2020,Odisha,21,Malkangiri,364,Korukonda,3482,4017,14844,10592,8514
2019-2020,Odisha,21,Malkangiri,364,Malkangiri,3484,6412,23672,12866,10366
2019-2020,Odisha,21,Malkangiri,364,Mathili,3485,6274,19175,11660,9556
2019-2020,Odisha,21,Malkangiri,364,Podia,3486,2070,10185,6499,5705
2019-2020,Odisha,21,Mayurbhanj,365,Badasahi,3487,2701,26122,20230,15279
2019-2020,Odisha,21,Mayurbhanj,365,Bahalda,3488,3581,18153,10816,9243
2019-2020,Odisha,21,Mayurbhanj,365,Bangriposi,3489,1879,18887,14071,10288
2019-2020,Odisha,21,Mayurbhanj,365,Baripada,3490,1335,12885,8006,5696
2019-2020,Odisha,21,Mayurbhanj,365,Betnoti,3491,1468,18076,13233,11239
2019-2020,Odisha,21,Mayurbhanj,365,Bijatala,3492,1133,14368,6793,5633
2019-2020,Odisha,21,Mayurbhanj,365,Bisoi,3493,1887,15441,11559,8566
2019-2020,Odisha,21,Mayurbhanj,365,Gopabandhunagar,3494,1703,12747,9307,7164
2019-2020,Odisha,21,Mayurbhanj,365,Jamda,3495,1700,13607,7542,6240
2019-2020,Odisha,21,Mayurbhanj,365,Joshipur,3496,932,19695,16021,13415
2019-2020,Odisha,21,Mayurbhanj,365,Kaptipada,3497,5687,30336,22436,19147
2019-2020,Odisha,21,Mayurbhanj,365,Karanjia,3498,775,17189,16781,13819
2019-2020,Odisha,21,Mayurbhanj,365,Khunta,3499,1632,15478,10691,8342
2019-2020,Odisha,21,Mayurbhanj,365,Kuliana,3500,1689,20458,15886,12122
2019-2020,Odisha,21,Mayurbhanj,365,Kusumi,3501,1579,14452,10392,8546
2019-2020,Odisha,21,Mayurbhanj,365,Morada,3502,1806,20838,15096,10704
2019-2020,Odisha,21,Mayurbhanj,365,Rairangpur,3503,1405,11943,8842,7496
2019-2020,Odisha,21,Mayurbhanj,365,Raruan,3504,1419,11357,8238,6624
2019-2020,Odisha,21,Mayurbhanj,365,Rasgovindpur,3505,825,12512,10868,8133
2019-2020,Odisha,21,Mayurbhanj,365,Samakhunta,3506,1458,15373,11799,8857
2019-2020,Odisha,21,Mayurbhanj,365,Saraskana,3507,844,18684,16080,13391
2019-2020,Odisha,21,Mayurbhanj,365,Sukruli,3508,1394,9476,7618,6040
2019-2020,Odisha,21,Mayurbhanj,365,Suliapada,3509,740,17619,14243,11360
2019-2020,Odisha,21,Mayurbhanj,365,Thakurmunda,3510,1885,20189,15128,13295
2019-2020,Odisha,21,Mayurbhanj,365,Tiring,3511,901,12833,9320,7286
2019-2020,Odisha,21,Mayurbhanj,365,Udala,3512,1915,14015,9967,8401
2019-2020,Odisha,21,Nabarangpur,366,Chandahandi,3513,1726,15633,12778,10837
2019-2020,Odisha,21,Nabarangpur,366,Dabugam,3514,12628,15156,8715,7930
2019-2020,Odisha,21,Nabarangpur,366,Jhorigam,3515,21483,32524,19450,13796
2019-2020,Odisha,21,Nabarangpur,366,Kosagumuda,3516,16620,33441,18932,13999
2019-2020,Odisha,21,Nabarangpur,366,Nabarangpur,3517,9627,18420,12482,8973
2019-2020,Odisha,21,Nabarangpur,366,Nandahandi,3518,10202,16334,9845,7609
2019-2020,Odisha,21,Nabarangpur,366,Papadahandi,3519,8976,27069,16585,13426
2019-2020,Odisha,21,Nabarangpur,366,Raighar,3520,8122,39019,24233,18334
2019-2020,Odisha,21,Nabarangpur,366,Tentulikhunti,3521,10301,20857,10256,8670
2019-2020,Odisha,21,Nabarangpur,366,Umerkote,3522,26352,45324,17310,12827
2019-2020,Odisha,21,Nayagarh,367,Bhapur,3523,16648,25180,17848,13686
2019-2020,Odisha,21,Nayagarh,367,Dasapalla,3524,169,14623,14119,9598
2019-2020,Odisha,21,Nayagarh,367,Gania,3525,233,5380,6271,5134
2019-2020,Odisha,21,Nayagarh,367,Khandapara,3526,657,13225,14955,10496
2019-2020,Odisha,21,Nayagarh,367,Nayagarh,3527,1788,13410,13994,9585
2019-2020,Odisha,21,Nayagarh,367,Nuagaon,3528,4295,20061,16915,10721
2019-2020,Odisha,21,Nayagarh,367,Odagaon,3529,530,17326,17106,12008
2019-2020,Odisha,21,Nayagarh,367,Ranapur,3530,9052,26074,21869,12943
2019-2020,Odisha,21,Nuapada,368,Boden,3531,3467,22219,13012,11239
2019-2020,Odisha,21,Nuapada,368,Khariar,3532,3362,22083,17185,15163
2019-2020,Odisha,21,Nuapada,368,Komna,3533,10318,37719,22227,19859
2019-2020,Odisha,21,Nuapada,368,Nuapada,3534,4060,33579,24690,21433
2019-2020,Odisha,21,Nuapada,368,Sinapali,3535,4887,28714,19390,17470
2019-2020,Odisha,21,Puri,369,Astaranga,3536,118,16951,8151,5452
2019-2020,Odisha,21,Puri,369,Brahmagiri,3537,1967,23700,19432,14156
2019-2020,Odisha,21,Puri,369,Delanga,3538,2383,21282,8514,4758
2019-2020,Odisha,21,Puri,369,Gop,3539,2645,29606,18821,11978
2019-2020,Odisha,21,Puri,369,Kakat Pur,3540,765,15660,10831,6655
2019-2020,Odisha,21,Puri,369,Kanas,3541,129,16976,7904,4191
2019-2020,Odisha,21,Puri,369,Krushnaprasad,3542,1941,20660,14084,10267
2019-2020,Odisha,21,Puri,369,Nimapada,3543,4424,30603,16254,8167
2019-2020,Odisha,21,Puri,369,Pipili,3544,968,14121,10020,5740
2019-2020,Odisha,21,Puri,369,Sadar,3545,1039,19730,12014,6845
2019-2020,Odisha,21,Puri,369,Satyabadi,3546,1125,22053,14375,9486
2019-2020,Odisha,21,Rayagada,370,Bissamcuttack,3547,3410,20908,12786,11476
2019-2020,Odisha,21,Rayagada,370,Chandrapur,3548,2075,7943,4780,4283
2019-2020,Odisha,21,Rayagada,370,Gudari,3549,2968,11075,6134,5553
2019-2020,Odisha,21,Rayagada,370,Gunupur,3550,3249,17437,9975,8368
2019-2020,Odisha,21,Rayagada,370,Kalyansingpur,3551,4090,15043,8077,6928
2019-2020,Odisha,21,Rayagada,370,Kasipur,3552,9994,33484,18503,14932
2019-2020,Odisha,21,Rayagada,370,Kolnara,3553,1431,13732,10396,8289
2019-2020,Odisha,21,Rayagada,370,Muniguda,3554,4046,20640,12712,10489
2019-2020,Odisha,21,Rayagada,370,Padmapur,3555,8216,17929,6608,5319
2019-2020,Odisha,21,Rayagada,370,Ramanaguda,3556,3295,14276,6349,5482
2019-2020,Odisha,21,Rayagada,370,Rayagada,3557,1303,22213,14061,11442
2019-2020,Odisha,21,Sambalpur,371,Bamra,3558,1525,17122,15524,12441
2019-2020,Odisha,21,Sambalpur,371,Dhankauda,3559,408,5463,5971,3977
2019-2020,Odisha,21,Sambalpur,371,Jamankira,3560,2373,19406,15386,12359
2019-2020,Odisha,21,Sambalpur,371,Jujomura,3561,2482,16021,12486,9163
2019-2020,Odisha,21,Sambalpur,371,Kuchinda,3562,2627,15029,10886,8045
2019-2020,Odisha,21,Sambalpur,371,Maneswar,3563,1126,9383,6343,4474
2019-2020,Odisha,21,Sambalpur,371,Naktideul,3564,2216,12201,8400,6156
2019-2020,Odisha,21,Sambalpur,371,Rairakhol,3565,1138,10368,7984,6469
2019-2020,Odisha,21,Sambalpur,371,Rengali,3566,1122,10923,7451,5349
2019-2020,Odisha,21,Sonepur,372,Binka,3567,1634,12359,11809,5967
2019-2020,Odisha,21,Sonepur,372,Biramaharajpur,3568,1965,16341,14048,10976
2019-2020,Odisha,21,Sonepur,372,Dunguripali,3569,1615,12175,12667,6819
2019-2020,Odisha,21,Sonepur,372,Sonepur,3570,699,11582,10891,7092
2019-2020,Odisha,21,Sonepur,372,Tarbha,3571,532,16897,13752,9439
2019-2020,Odisha,21,Sonepur,372,Ullunda,3572,3290,18061,13836,10316
2019-2020,Odisha,21,Sundargarh,373,Balisankara,3573,3200,22570,15950,13658
2019-2020,Odisha,21,Sundargarh,373,Bargaon,3574,854,12875,12570,10773
2019-2020,Odisha,21,Sundargarh,373,Bisra,3575,1971,12389,7734,6758
2019-2020,Odisha,21,Sundargarh,373,Bonaigarh,3576,1631,14190,9780,8609
2019-2020,Odisha,21,Sundargarh,373,Gurundia,3577,1446,13942,10656,9168
2019-2020,Odisha,21,Sundargarh,373,Hemgir,3578,2067,15188,9191,8380
2019-2020,Odisha,21,Sundargarh,373,Koida,3579,8120,14108,5129,4274
2019-2020,Odisha,21,Sundargarh,373,Kuarmunda,3580,3025,20975,12164,10575
2019-2020,Odisha,21,Sundargarh,373,Kutra,3581,3690,19672,10573,9517
2019-2020,Odisha,21,Sundargarh,373,Lahunipara,3582,3553,20460,11118,10170
2019-2020,Odisha,21,Sundargarh,373,Lathikata,3583,1969,15703,7310,6904
2019-2020,Odisha,21,Sundargarh,373,Lephripara,3584,1991,14878,11373,10367
2019-2020,Odisha,21,Sundargarh,373,Nuagaon,3585,8381,24455,11365,10429
2019-2020,Odisha,21,Sundargarh,373,Rajgangpur,3586,3155,22467,14103,12253
2019-2020,Odisha,21,Sundargarh,373,Subdega,3587,668,14339,12023,10148
2019-2020,Odisha,21,Sundargarh,373,Sundargarh,3588,855,14537,10848,10027
2019-2020,Odisha,21,Sundargarh,373,Tangarpali,3589,1022,11917,8620,8045
2019-2020,Puducherry,34,Karaikal,598,Karaikal,6486,552,17735,15858,13163
2019-2020,Puducherry,34,Puducherry,600,Ariankuppam,6488,461,29091,28979,22574
2019-2020,Puducherry,34,Puducherry,600,Villianur,6490,342,30271,30933,22529
2019-2020,Punjab,3,Amritsar,27,Ajnala-1,210,193,9858,9848,7529
2019-2020,Punjab,3,Amritsar,27,Attari,6621,99,6717,4938,3267
2019-2020,Punjab,3,Amritsar,27,Chogawan-2,212,101,4811,6633,5244
2019-2020,Punjab,3,Amritsar,27,Harsha Chhina,215,1058,6679,4929,3529
2019-2020,Punjab,3,Amritsar,27,Jandiala-4,216,581,7080,3833,2364
2019-2020,Punjab,3,Amritsar,27,Majitha-3,218,946,8504,5959,3822
2019-2020,Punjab,3,Amritsar,27,Rayya-6,221,202,9234,6526,4646
2019-2020,Punjab,3,Amritsar,27,Tarsikka-7,223,179,6596,5820,4375
2019-2020,Punjab,3,Amritsar,27,Verka-5,225,374,6198,3270,1995
2019-2020,Punjab,3,Barnala,605,Barnala,341,1509,12003,12237,9202
2019-2020,Punjab,3,Barnala,605,Mehalkalan,346,1423,7670,7742,5424
2019-2020,Punjab,3,Barnala,605,Sehna,348,976,8788,9203,7181
2019-2020,Punjab,3,Bathinda,28,Bathinda,226,421,7132,8122,6905
2019-2020,Punjab,3,Bathinda,28,Bhagta Bhaika,227,211,4976,5513,4513
2019-2020,Punjab,3,Bathinda,28,Goniana,7333,503,7768,8379,6888
2019-2020,Punjab,3,Bathinda,28,Maur,228,193,6195,6659,5709
2019-2020,Punjab,3,Bathinda,28,Nathana,229,198,7884,8766,6899
2019-2020,Punjab,3,Bathinda,28,Phul,230,86,3323,3517,2598
2019-2020,Punjab,3,Bathinda,28,Rampura,231,355,5438,7790,6601
2019-2020,Punjab,3,Bathinda,28,Sangat,232,772,9709,10857,9362
2019-2020,Punjab,3,Bathinda,28,Talwandi Sabo,233,547,11314,12162,9990
2019-2020,Punjab,3,Faridkot,29,Faridkot,234,1825,18893,20968,15646
2019-2020,Punjab,3,Faridkot,29,Jaitu,7091,636,12828,13664,10980
2019-2020,Punjab,3,Faridkot,29,Kot Kapura,235,171,9519,11170,8703
2019-2020,Punjab,3,Fatehgarh Sahib,30,Amloh,236,258,10418,9510,7452
2019-2020,Punjab,3,Fatehgarh Sahib,30,Bassi Pathana,237,106,4235,4464,3681
2019-2020,Punjab,3,Fatehgarh Sahib,30,Khamano,238,157,6216,6814,5437
2019-2020,Punjab,3,Fatehgarh Sahib,30,Khera,239,174,6596,6794,5212
2019-2020,Punjab,3,Fatehgarh Sahib,30,Sirhind,240,193,9112,9439,7685
2019-2020,Punjab,3,Fazilka,651,Abohar,241,556,22589,26254,20793
2019-2020,Punjab,3,Fazilka,651,Arniwala Shiekh Subhan,6735,1069,10870,12853,10493
2019-2020,Punjab,3,Fazilka,651,Fazilka,242,512,16025,20394,17676
2019-2020,Punjab,3,Fazilka,651,Jalalabad,246,1593,27104,30234,25433
2019-2020,Punjab,3,Fazilka,651,Khuian Sarwar,247,629,18972,23387,18361
2019-2020,Punjab,3,Firozepur,31,Firozpur,243,332,10078,13154,9779
2019-2020,Punjab,3,Firozepur,31,Ghall Khurd,244,2404,12341,12629,8757
2019-2020,Punjab,3,Firozepur,31,Guru Har Sahai,245,2748,32262,32762,21146
2019-2020,Punjab,3,Firozepur,31,Makhu,248,323,5778,5680,3700
2019-2020,Punjab,3,Firozepur,31,Mamdot,249,1074,8278,9004,6934
2019-2020,Punjab,3,Firozepur,31,Zira,250,294,9081,8513,5517
2019-2020,Punjab,3,Gurdaspur,32,Batala,252,547,5237,5950,3856
2019-2020,Punjab,3,Gurdaspur,32,Dera Baba Nanak,253,23,3557,4771,3071
2019-2020,Punjab,3,Gurdaspur,32,Dhariwal,254,96,4787,4846,3091
2019-2020,Punjab,3,Gurdaspur,32,Dinanagar,256,53,1958,2460,1304
2019-2020,Punjab,3,Gurdaspur,32,Dorangla,257,103,1813,2099,1355
2019-2020,Punjab,3,Gurdaspur,32,Fatehgarh Churian,258,45,6421,5388,4065
2019-2020,Punjab,3,Gurdaspur,32,Gurdaspur,259,71,5131,6349,4102
2019-2020,Punjab,3,Gurdaspur,32,Kahnuwan,260,74,2904,2925,1346
2019-2020,Punjab,3,Gurdaspur,32,Kalanaur,261,83,3470,2275,1263
2019-2020,Punjab,3,Gurdaspur,32,Qadian,264,267,3753,3936,2597
