year,state_name,state_code,district_name,district_code,block_name,block_code,num_joint_acc_of_women,num_total_acc_of_women,num_women_beneficiary_worker_with_acc,num_women_beneficiary_active_worker_with_acc
2019-2020,Punjab,3,Gurdaspur,32,Srihargobind Pur,265,146,4945,5188,3426
2019-2020,Punjab,3,Hoshiarpur,33,Bhunga,267,1895,7992,7019,4948
2019-2020,Punjab,3,Hoshiarpur,33,Dasuya,268,642,5750,5795,3852
2019-2020,Punjab,3,Hoshiarpur,33,Garhshankar,269,1115,7618,7505,5288
2019-2020,Punjab,3,Hoshiarpur,33,Hajipur,270,582,4503,4791,3031
2019-2020,Punjab,3,Hoshiarpur,33,Hoshiarpur-I,271,504,10305,9993,6369
2019-2020,Punjab,3,Hoshiarpur,33,Hoshiarpur-Ii,272,1406,7514,6668,4438
2019-2020,Punjab,3,Hoshiarpur,33,Mahilpur,273,1638,7410,6790,4687
2019-2020,Punjab,3,Hoshiarpur,33,Mukerian,274,126,4031,4720,2888
2019-2020,Punjab,3,Hoshiarpur,33,Talwara,275,323,3686,3847,2487
2019-2020,Punjab,3,Hoshiarpur,33,Tanda,276,238,5089,5057,2889
2019-2020,Punjab,3,Jalandhar,34,Adampur,277,777,5161,4780,2639
2019-2020,Punjab,3,Jalandhar,34,Bhogpur,278,1005,4745,4186,2258
2019-2020,Punjab,3,Jalandhar,34,Jalandhar - West,279,607,6387,6515,3307
2019-2020,Punjab,3,Jalandhar,34,Jalandhar-East,280,598,3991,3773,2176
2019-2020,Punjab,3,Jalandhar,34,Lohian,281,686,4542,3896,2720
2019-2020,Punjab,3,Jalandhar,34,Mehatpur,6906,276,3410,3774,2496
2019-2020,Punjab,3,Jalandhar,34,Nakodar,282,730,5426,5821,3467
2019-2020,Punjab,3,Jalandhar,34,Nurmahal,283,358,2994,2836,1625
2019-2020,Punjab,3,Jalandhar,34,Phillaur,284,1157,5068,4575,3253
2019-2020,Punjab,3,Jalandhar,34,Rurka Kalan,285,280,2498,2493,1437
2019-2020,Punjab,3,Jalandhar,34,Shahkot,286,517,5552,5791,3575
2019-2020,Punjab,3,Kapurthala,35,Dhilwan,287,547,6906,7324,5062
2019-2020,Punjab,3,Kapurthala,35,Kapurthala,288,859,8076,8821,6165
2019-2020,Punjab,3,Kapurthala,35,Nadala,289,753,4278,4197,2527
2019-2020,Punjab,3,Kapurthala,35,Phagwara,290,515,4571,4629,3043
2019-2020,Punjab,3,Kapurthala,35,Sultanpur Lodhi,291,1044,8054,7950,5541
2019-2020,Punjab,3,Ludhiana,36,Dehlon,292,29,3993,3935,2793
2019-2020,Punjab,3,Ludhiana,36,Doraha,293,104,6144,5807,4353
2019-2020,Punjab,3,Ludhiana,36,Jagraon,294,394,11479,11428,8254
2019-2020,Punjab,3,Ludhiana,36,Khanna,295,86,6045,5967,4607
2019-2020,Punjab,3,Ludhiana,36,Ludhiana-1,296,90,6573,5862,3306
2019-2020,Punjab,3,Ludhiana,36,Ludhiana-2,297,186,8823,8634,6387
2019-2020,Punjab,3,Ludhiana,36,Machhiwara,298,63,6425,5501,4423
2019-2020,Punjab,3,Ludhiana,36,Maloud,7085,57,4877,4893,3958
2019-2020,Punjab,3,Ludhiana,36,Pakhowal,299,96,4137,4356,3005
2019-2020,Punjab,3,Ludhiana,36,Raikot,300,183,5655,5484,4042
2019-2020,Punjab,3,Ludhiana,36,Samrala,301,264,5212,5279,4089
2019-2020,Punjab,3,Ludhiana,36,Sidhwan Bet,302,155,5151,5134,3839
2019-2020,Punjab,3,Ludhiana,36,Sudhar,303,115,6493,6043,4337
2019-2020,Punjab,3,Malerkotla,737,Amargarh,345,0,0,84,2
2019-2020,Punjab,3,Mansa,37,Bhikhi,304,436,6511,7177,5594
2019-2020,Punjab,3,Mansa,37,Budhlada,305,985,14950,17157,14259
2019-2020,Punjab,3,Mansa,37,Jhunir,306,343,7291,8356,6615
2019-2020,Punjab,3,Mansa,37,Mansa,307,308,8569,9940,7631
2019-2020,Punjab,3,Mansa,37,Sardulgarh,308,1531,9506,10288,7958
2019-2020,Punjab,3,Moga,38,Baghapurana,309,3774,19013,18503,10352
2019-2020,Punjab,3,Moga,38,Kot-Ise-Khan,310,374,16670,18572,11816
2019-2020,Punjab,3,Moga,38,Moga-I,311,2012,12059,10940,8018
2019-2020,Punjab,3,Moga,38,Moga-Ii,312,1463,11090,11272,8705
2019-2020,Punjab,3,Moga,38,Nihal Singh Wala,313,1180,11448,12110,8741
2019-2020,Punjab,3,Sri Muktsar Sahib,39,Gidderbaha,314,2041,19005,21162,17250
2019-2020,Punjab,3,Sri Muktsar Sahib,39,Lambi,315,1858,15727,19051,16180
2019-2020,Punjab,3,Sri Muktsar Sahib,39,Malout,316,2959,18418,20395,16469
2019-2020,Punjab,3,Sri Muktsar Sahib,39,Muktsar,317,5775,26599,26723,20523
2019-2020,Punjab,3,Shahid Bhagat Singh Nagar,40,Aur,318,261,4257,4800,3267
2019-2020,Punjab,3,Shahid Bhagat Singh Nagar,40,Balachaur,319,116,6992,8770,7217
2019-2020,Punjab,3,Shahid Bhagat Singh Nagar,40,Banga,320,525,5795,6609,5179
2019-2020,Punjab,3,Shahid Bhagat Singh Nagar,40,Nawanshahr,321,285,5229,6415,5184
2019-2020,Punjab,3,Shahid Bhagat Singh Nagar,40,Saroya,322,27,5374,6099,4610
2019-2020,Punjab,3,Pathankot,662,Bamial,251,30,1005,1360,760
2019-2020,Punjab,3,Pathankot,662,Dharkalan,255,171,4099,4117,2105
2019-2020,Punjab,3,Pathankot,662,Gharota,6779,58,4347,4365,1837
2019-2020,Punjab,3,Pathankot,662,Narot Jaimal Singh,262,20,1561,1579,825
2019-2020,Punjab,3,Pathankot,662,Pathankot,263,62,2771,2895,1347
2019-2020,Punjab,3,Pathankot,662,Sujanpur,266,139,3063,2941,1930
2019-2020,Punjab,3,Patiala,41,Bhuner Heri,323,677,8875,10499,8368
2019-2020,Punjab,3,Patiala,41,Ghanaur,325,240,7400,7848,5974
2019-2020,Punjab,3,Patiala,41,Nabha,326,275,13266,15960,13494
2019-2020,Punjab,3,Patiala,41,Patiala,327,707,11012,12829,10162
2019-2020,Punjab,3,Patiala,41,Patran,328,872,11745,13527,10954
2019-2020,Punjab,3,Patiala,41,Rajpura,329,138,6888,7861,5443
2019-2020,Punjab,3,Patiala,41,Samana,330,1156,10936,12092,9540
2019-2020,Punjab,3,Patiala,41,Sanour,331,281,5786,6595,5317
2019-2020,Punjab,3,Patiala,41,Shambu Kalan,7337,207,6087,6451,4994
2019-2020,Punjab,3,Rupnagar,42,Anandpur Sahib,332,434,7291,8273,5885
2019-2020,Punjab,3,Rupnagar,42,Chamkaur Sahib,333,98,2374,3009,2322
2019-2020,Punjab,3,Rupnagar,42,Morinda,336,241,3669,3826,2903
2019-2020,Punjab,3,Rupnagar,42,Nurpur Bedi,337,373,6031,6806,5203
2019-2020,Punjab,3,Rupnagar,42,Rupnagar,338,200,6742,7892,6433
2019-2020,Punjab,3,Malerkotla,737,Ahmedgarh,7487,252,6213,7104,5576
2019-2020,Punjab,3,Sangrur,43,Andana,340,3254,6773,7928,7186
2019-2020,Punjab,3,Sangrur,43,Bhawanigarh,342,309,7681,9121,7068
2019-2020,Punjab,3,Sangrur,43,Dhuri,343,430,7144,8160,6100
2019-2020,Punjab,3,Sangrur,43,Dirba,6736,173,6428,8147,7059
2019-2020,Punjab,3,Sangrur,43,Lehragaga,344,420,6806,8071,6492
2019-2020,Punjab,3,Malerkotla,737,Malerkotla,339,273,5165,6124,4875
2019-2020,Punjab,3,Sangrur,43,Sangrur,347,222,7539,8636,6961
2019-2020,Punjab,3,Sangrur,43,Sherpur,349,255,5651,6341,4890
2019-2020,Punjab,3,Sangrur,43,Sunam,350,847,8743,10762,8321
2019-2020,Punjab,3,S.A.S Nagar,608,Dera Bassi,324,42,6572,7221,4835
2019-2020,Punjab,3,S.A.S Nagar,608,Kharar,334,95,6835,7009,4885
2019-2020,Punjab,3,S.A.S Nagar,608,Majri,335,572,5063,4982,3560
2019-2020,Punjab,3,Tarn Taran,609,Bhikhi Wind-13,211,4861,7894,7994,6474
2019-2020,Punjab,3,Tarn Taran,609,Chohla Sahib-8,213,1669,4642,4402,2417
2019-2020,Punjab,3,Tarn Taran,609,Gandiwind-9,214,519,2953,4230,3374
2019-2020,Punjab,3,Tarn Taran,609,Khadur-Sahib-10,217,259,4152,4761,3495
2019-2020,Punjab,3,Tarn Taran,609,Naushehra Pannuan-11,219,3107,6855,6160,3550
2019-2020,Punjab,3,Tarn Taran,609,Patti-14,220,1877,5607,5323,3999
2019-2020,Punjab,3,Tarn Taran,609,Tarn Taran-12,222,1476,7837,9893,6866
2019-2020,Punjab,3,Tarn Taran,609,Valtoha-15,224,2397,6532,6319,4713
2019-2020,Rajasthan,8,Ajmer,86,Arai,566,952,32512,28769,23543
2019-2020,Rajasthan,8,Ajmer,86,Bhinay,567,481,35470,32735,30492
2019-2020,Rajasthan,8,Ajmer,86,Jawaja,568,1504,50898,48968,38682
2019-2020,Rajasthan,8,Ajmer,86,Kekri,569,1461,47617,44969,41024
2019-2020,Rajasthan,8,Ajmer,86,Masuda,571,551,48376,49806,40497
2019-2020,Rajasthan,8,Ajmer,86,Peesangan,572,1237,66863,66480,57778
2019-2020,Rajasthan,8,Ajmer,86,Sarwad,6860,677,29077,28371,27339
2019-2020,Rajasthan,8,Ajmer,86,Shreenagar,573,1789,58618,57333,51119
2019-2020,Rajasthan,8,Ajmer,86,Silora,570,399,47788,49165,44465
2019-2020,Rajasthan,8,Alwar,87,Bahrod,575,94,6474,4833,3320
2019-2020,Rajasthan,8,Alwar,87,Bansur,574,109,13298,13560,10558
2019-2020,Rajasthan,8,Alwar,87,Kathumar,576,538,33860,29418,17947
2019-2020,Rajasthan,8,Alwar,87,Kishangarhbas,577,183,18800,15643,10441
2019-2020,Rajasthan,8,Alwar,87,Kotakasim,578,34,6762,6613,4167
2019-2020,Rajasthan,8,Alwar,87,Lakshmangarh,579,409,26463,23671,12813
2019-2020,Rajasthan,8,Alwar,87,Mundavar,580,105,11181,10643,6889
2019-2020,Rajasthan,8,Alwar,87,Neemrana,581,49,6228,6422,3591
2019-2020,Rajasthan,8,Alwar,87,Raini,584,378,27715,25982,20459
2019-2020,Rajasthan,8,Alwar,87,Rajgarh,582,342,27507,26489,22121
2019-2020,Rajasthan,8,Alwar,87,Ramgarh,583,207,21574,19721,11402
2019-2020,Rajasthan,8,Alwar,87,Thanagaji,585,248,30268,29975,24886
2019-2020,Rajasthan,8,Alwar,87,Tijara,586,72,14422,15878,10109
2019-2020,Rajasthan,8,Alwar,87,Umarain,587,94,23850,21093,13321
2019-2020,Rajasthan,8,Banswara,88,Anandpuri,588,11152,56484,42246,37207
2019-2020,Rajasthan,8,Banswara,88,Arethuna,6827,6206,31452,28415,26138
2019-2020,Rajasthan,8,Banswara,88,Bageedaura,589,4386,32959,29427,23748
2019-2020,Rajasthan,8,Banswara,88,Banswara,590,7023,45381,39166,35179
2019-2020,Rajasthan,8,Banswara,88,Choti Sarvan,6606,12041,33455,25774,22822
2019-2020,Rajasthan,8,Banswara,88,Gagartalai,6822,8503,36296,30515,25886
2019-2020,Rajasthan,8,Banswara,88,Garhi,591,17586,52942,49402,40994
2019-2020,Rajasthan,8,Banswara,88,Ghatol,592,15932,94281,74091,64315
2019-2020,Rajasthan,8,Banswara,88,Kushalgarh,593,8141,50362,45028,40028
2019-2020,Rajasthan,8,Banswara,88,Sajjangarh,595,11608,47790,44411,37631
2019-2020,Rajasthan,8,Banswara,88,Talwaraa,6828,1900,27014,25988,23805
2019-2020,Rajasthan,8,Baran,89,Anta,596,953,32630,33501,24308
2019-2020,Rajasthan,8,Baran,89,Atru,597,417,30753,29177,17266
2019-2020,Rajasthan,8,Baran,89,Baran,598,138,18751,19375,12933
2019-2020,Rajasthan,8,Baran,89,Chhabara,599,276,24152,23933,17896
2019-2020,Rajasthan,8,Baran,89,Chhipabaraud,600,1108,38333,38606,30729
2019-2020,Rajasthan,8,Baran,89,Kishanganj,601,1101,36811,39606,28888
2019-2020,Rajasthan,8,Baran,89,Shahbad,602,1258,27454,26901,22208
2019-2020,Rajasthan,8,Barmer,90,Baitu,605,2558,46585,47562,42757
2019-2020,Rajasthan,8,Barmer,90,Balotara,603,515,35391,35143,29465
2019-2020,Rajasthan,8,Barmer,90,Barmer,604,1238,42272,50689,45406
2019-2020,Rajasthan,8,Barmer,90,Chauhtan,606,3645,57462,62371,55970
2019-2020,Rajasthan,8,Barmer,90,Dhanaau,6844,1356,24538,25560,23409
2019-2020,Rajasthan,8,Barmer,90,Dhoreemanna,607,1617,44359,45787,41527
2019-2020,Rajasthan,8,Barmer,90,Gadraroad,6834,857,28579,26251,23343
2019-2020,Rajasthan,8,Barmer,90,Gida,6839,453,33651,35597,33169
2019-2020,Rajasthan,8,Barmer,90,Gudamalani,6842,707,25199,29418,26021
2019-2020,Rajasthan,8,Barmer,90,Kalyanpur,6825,547,22125,20367,16876
2019-2020,Rajasthan,8,Barmer,90,Paatodi,6830,803,22730,24479,22668
2019-2020,Rajasthan,8,Barmer,90,Ramsar,6843,832,30548,31498,30076
2019-2020,Rajasthan,8,Barmer,90,Samdadi,6833,1653,17470,17554,13090
2019-2020,Rajasthan,8,Barmer,90,Sedwa,6840,1715,24935,29860,27701
2019-2020,Rajasthan,8,Barmer,90,Sheo,608,454,27131,25419,18770
2019-2020,Rajasthan,8,Barmer,90,Sindhari,609,3255,74136,68952,63357
2019-2020,Rajasthan,8,Barmer,90,Siwana,610,1699,26910,26338,16921
2019-2020,Rajasthan,8,Bharatpur,91,Bayana,611,399,28906,29833,17249
2019-2020,Rajasthan,8,Bharatpur,91,Deeg,612,291,26213,26165,12456
2019-2020,Rajasthan,8,Bharatpur,91,Kaman,613,114,26346,27698,18720
2019-2020,Rajasthan,8,Bharatpur,91,Khumher,614,762,26409,23019,12418
2019-2020,Rajasthan,8,Bharatpur,91,Nadbai,615,312,25842,26439,11876
2019-2020,Rajasthan,8,Bharatpur,91,Nagar,616,187,29453,29974,12581
2019-2020,Rajasthan,8,Bharatpur,91,Pahari,7024,265,27139,28467,14810
2019-2020,Rajasthan,8,Bharatpur,91,Rupwas,617,466,23885,24852,13373
2019-2020,Rajasthan,8,Bharatpur,91,Sewar,618,538,27498,26375,13841
2019-2020,Rajasthan,8,Bharatpur,91,Wair,619,252,33806,34565,20179
2019-2020,Rajasthan,8,Bhilwara,92,Asind,620,847,71173,67408,64239
2019-2020,Rajasthan,8,Bhilwara,92,Baneda,621,613,35773,34177,32216
2019-2020,Rajasthan,8,Bhilwara,92,Bijoliya,6819,156,21038,20770,18871
2019-2020,Rajasthan,8,Bhilwara,92,Hurda,622,489,30067,28909,27587
2019-2020,Rajasthan,8,Bhilwara,92,Jahajpur,623,233,49874,46601,42048
2019-2020,Rajasthan,8,Bhilwara,92,Kotri,624,1817,42965,35018,30405
2019-2020,Rajasthan,8,Bhilwara,92,Mandal,625,870,56709,59747,54496
2019-2020,Rajasthan,8,Bhilwara,92,Mandalagarh,626,170,31537,33836,30452
2019-2020,Rajasthan,8,Bhilwara,92,Raipur,627,113,27307,23953,21780
2019-2020,Rajasthan,8,Bhilwara,92,Sahada,628,256,28013,26371,23450
2019-2020,Rajasthan,8,Bhilwara,92,Shahpura,629,1018,47027,46268,43156
2019-2020,Rajasthan,8,Bhilwara,92,Suwana,630,603,49331,43155,37328
2019-2020,Rajasthan,8,Bikaner,93,Bikaner,631,7551,66176,52481,39178
2019-2020,Rajasthan,8,Bikaner,93,Dungargarh,635,2995,41299,44496,33007
2019-2020,Rajasthan,8,Bikaner,93,Khajuwala,6715,2898,25534,34337,28859
2019-2020,Rajasthan,8,Bikaner,93,Kolayat,632,9109,63037,63327,52512
2019-2020,Rajasthan,8,Bikaner,93,Lunkaransar,633,5756,56130,54393,42888
2019-2020,Rajasthan,8,Bikaner,93,Nokha,634,2696,36458,35814,26033
2019-2020,Rajasthan,8,Bikaner,93,Paanchu,7063,3091,31600,30235,21781
2019-2020,Rajasthan,8,Bundi,94,Bundi,6907,306,29922,29143,23033
2019-2020,Rajasthan,8,Bundi,94,Hindoli,636,600,51965,54630,40686
2019-2020,Rajasthan,8,Bundi,94,Keshoraipatan,637,1450,38804,38963,26960
2019-2020,Rajasthan,8,Bundi,94,Nainva.,638,1565,40397,39183,27025
2019-2020,Rajasthan,8,Bundi,94,Taleda,639,158,24977,26929,21011
2019-2020,Rajasthan,8,Chittorgarh,95,Badisadri,641,409,19419,18252,11832
2019-2020,Rajasthan,8,Chittorgarh,95,Begun,642,467,23384,22589,15824
2019-2020,Rajasthan,8,Chittorgarh,95,Bhadesar,643,305,18510,19024,14796
2019-2020,Rajasthan,8,Chittorgarh,95,Bhaisrodgarh,644,694,25174,22502,19637
2019-2020,Rajasthan,8,Chittorgarh,95,Bhupalsagar,645,681,14475,14959,10101
2019-2020,Rajasthan,8,Chittorgarh,95,Chhitorgarh,647,770,25345,25079,15384
2019-2020,Rajasthan,8,Chittorgarh,95,Dungala,648,854,17366,16495,10733
2019-2020,Rajasthan,8,Chittorgarh,95,Gangrar,649,755,21092,21138,15791
2019-2020,Rajasthan,8,Chittorgarh,95,Kapasan,650,169,18172,19861,15867
2019-2020,Rajasthan,8,Chittorgarh,95,Nimbaheda,651,236,23103,22646,16623
2019-2020,Rajasthan,8,Chittorgarh,95,Rashmi,653,547,19029,16605,11843
2019-2020,Rajasthan,8,Churu,96,Bidasar,6858,1112,24805,26215,19587
2019-2020,Rajasthan,8,Churu,96,Churu,654,1295,30094,32458,23811
2019-2020,Rajasthan,8,Churu,96,Rajgarh,655,4987,51968,53445,36466
2019-2020,Rajasthan,8,Churu,96,Ratangarh,656,225,29507,33423,26620
2019-2020,Rajasthan,8,Churu,96,Sardarshahar,657,13206,68664,67816,48516
2019-2020,Rajasthan,8,Churu,96,Sujangarh,658,2219,31470,32517,24238
2019-2020,Rajasthan,8,Churu,96,Taranagar,659,1310,36440,38152,31028
2019-2020,Rajasthan,8,Dausa,97,Bandikui,660,3748,41669,36077,23816
2019-2020,Rajasthan,8,Dausa,97,Dausa,661,3652,45436,33881,22824
2019-2020,Rajasthan,8,Dausa,97,Lalsot,662,5093,48603,48641,33688
2019-2020,Rajasthan,8,Dausa,97,Lawaan,6823,632,11504,9703,6215
2019-2020,Rajasthan,8,Dausa,97,Mahawa,663,8372,35140,22103,10853
2019-2020,Rajasthan,8,Dausa,97,Sikrai,664,3210,37145,31807,18389
2019-2020,Rajasthan,8,Dholpur,98,Bari,665,1576,34778,35840,27002
2019-2020,Rajasthan,8,Dholpur,98,Basedi,666,2594,40068,38614,26458
2019-2020,Rajasthan,8,Dholpur,98,Dhaulpur,667,427,18523,18435,9338
2019-2020,Rajasthan,8,Dholpur,98,Rajakheda,668,635,15146,15618,9334
2019-2020,Rajasthan,8,Dholpur,98,Saipau,6871,247,18283,21430,14298
2019-2020,Rajasthan,8,Dungarpur,99,Aspur,669,1867,31923,31743,25687
2019-2020,Rajasthan,8,Dungarpur,99,Bichhiwara,670,12966,50209,42045,35509
2019-2020,Rajasthan,8,Dungarpur,99,Chikhli,6836,20586,41377,31569,25876
2019-2020,Rajasthan,8,Dungarpur,99,Dovra,6838,8567,37523,37614,33183
2019-2020,Rajasthan,8,Dungarpur,99,Dungarpur,671,9325,41834,41097,32489
2019-2020,Rajasthan,8,Dungarpur,99,Galiyakot,6837,8668,35793,35303,31070
2019-2020,Rajasthan,8,Dungarpur,99,Jhonthari,6826,11110,40035,33465,27499
2019-2020,Rajasthan,8,Dungarpur,99,Saabla,6835,4249,36007,32969,28547
2019-2020,Rajasthan,8,Dungarpur,99,Sagwara,672,15199,67805,65274,56656
2019-2020,Rajasthan,8,Dungarpur,99,Seemalwara,673,17093,42681,38426,33225
2019-2020,Rajasthan,8,Hanumangarh,101,Bhadra,681,854,38314,40309,29529
2019-2020,Rajasthan,8,Hanumangarh,101,Hanumangarh,682,284,31664,36085,29223
2019-2020,Rajasthan,8,Hanumangarh,101,Nohar,683,834,35009,37659,27363
2019-2020,Rajasthan,8,Hanumangarh,101,Pilibangan,6614,997,27348,28589,23143
2019-2020,Rajasthan,8,Hanumangarh,101,Rawatsar,6617,941,26300,27359,19530
2019-2020,Rajasthan,8,Hanumangarh,101,Sangria,6615,285,17368,19580,16069
2019-2020,Rajasthan,8,Hanumangarh,101,Tibbi,6616,163,21243,24148,19444
2019-2020,Rajasthan,8,Jaipur,102,Amer,684,2061,14039,12675,7626
2019-2020,Rajasthan,8,Jaipur,102,Bassi,685,789,32481,33656,24976
2019-2020,Rajasthan,8,Jaipur,102,Chaksu,686,1160,29344,29505,16032
2019-2020,Rajasthan,8,Jaipur,102,Dudu,687,3742,75618,69183,56448
2019-2020,Rajasthan,8,Jaipur,102,Fagi,692,1515,45134,37696,30096
2019-2020,Rajasthan,8,Jaipur,102,Govindgarh,688,1429,15433,14144,8870
2019-2020,Rajasthan,8,Jaipur,102,Jaalsu,6820,1586,9643,7817,5558
2019-2020,Rajasthan,8,Jaipur,102,Jamwa Ramgarh,689,960,38025,36918,21444
2019-2020,Rajasthan,8,Jaipur,102,Jhotwara,690,444,7443,5496,2282
2019-2020,Rajasthan,8,Jaipur,102,Kotputli,691,382,8256,6810,4525
2019-2020,Rajasthan,8,Jaipur,102,Pawta,6821,1356,11813,10330,5776
2019-2020,Rajasthan,8,Jaipur,102,Sambhar,693,471,27653,28697,19602
2019-2020,Rajasthan,8,Jaipur,102,Sanganer,694,292,15755,12121,5257
2019-2020,Rajasthan,8,Jaipur,102,Shahpura,695,614,14121,11032,7122
2019-2020,Rajasthan,8,Jaipur,102,Viratnagar,696,819,15817,15031,10439
2019-2020,Rajasthan,8,Jaisalmer,103,Jaisalmer,697,1525,40843,41532,37836
2019-2020,Rajasthan,8,Jaisalmer,103,Sam,698,9283,51463,47048,42468
2019-2020,Rajasthan,8,Jaisalmer,103,Sankra,699,3798,47142,50762,45611
2019-2020,Rajasthan,8,Jalore,104,Aahor,700,907,38261,37867,28910
2019-2020,Rajasthan,8,Jalore,104,Bhinmal,701,1258,37277,36794,28804
2019-2020,Rajasthan,8,Jalore,104,Chitalwana,6732,3595,41560,42153,31222
2019-2020,Rajasthan,8,Jalore,104,Jalor,702,582,31034,27797,23010
2019-2020,Rajasthan,8,Jalore,104,Jasawantpura,703,379,23121,23829,18012
2019-2020,Rajasthan,8,Jalore,104,Raniwara,704,2812,40854,35494,27741
2019-2020,Rajasthan,8,Jalore,104,Sanchor,705,5550,44917,43033,27198
2019-2020,Rajasthan,8,Jalore,104,Sayala,706,2409,38393,39521,27709
2019-2020,Rajasthan,8,Jhalawar,105,Aklera,6853,2229,48843,46973,44161
2019-2020,Rajasthan,8,Jhalawar,105,Bakani,707,657,31406,31650,29222
2019-2020,Rajasthan,8,Jhalawar,105,Bhawanimandi,6845,596,24808,26484,20892
2019-2020,Rajasthan,8,Jhalawar,105,Dug,708,1774,44948,43851,38312
2019-2020,Rajasthan,8,Jhalawar,105,Jhalrapatan,709,569,31832,32145,26424
2019-2020,Rajasthan,8,Jhalawar,105,Khanpur,710,300,29455,29252,23275
2019-2020,Rajasthan,8,Jhalawar,105,Manoharthana,711,4003,43652,41174,38441
2019-2020,Rajasthan,8,Jhalawar,105,Pidawa,712,1102,47948,51235,46345
2019-2020,Rajasthan,8,Jhunjhunu,106,Alsisar,713,161,14163,13689,6958
2019-2020,Rajasthan,8,Jhunjhunu,106,Buhana,714,256,16363,17272,9949
2019-2020,Rajasthan,8,Jhunjhunu,106,Chirawa,715,171,8586,8570,4487
2019-2020,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,716,129,11114,11879,5850
2019-2020,Rajasthan,8,Jhunjhunu,106,Khetri,717,409,11174,10666,6658
2019-2020,Rajasthan,8,Jhunjhunu,106,Nawalgarh,718,62,15317,16763,7872
2019-2020,Rajasthan,8,Jhunjhunu,106,Surajgarh,719,163,12179,12712,7094
2019-2020,Rajasthan,8,Jhunjhunu,106,Udaipurwati,720,563,18688,21322,12809
2019-2020,Rajasthan,8,Jodhpur,107,Balesar,721,3025,39410,35928,27218
2019-2020,Rajasthan,8,Jodhpur,107,Bap,722,3951,41824,40483,33491
2019-2020,Rajasthan,8,Jodhpur,107,Bapini,6847,1658,15938,18273,15780
2019-2020,Rajasthan,8,Jodhpur,107,Bavari,6718,1017,26000,27765,21795
2019-2020,Rajasthan,8,Jodhpur,107,Bhopalgarh,723,1499,36380,37373,26828
2019-2020,Rajasthan,8,Jodhpur,107,Bilada,724,1187,26339,27817,21540
2019-2020,Rajasthan,8,Jodhpur,107,Dechu,6832,1345,22020,23761,17883
2019-2020,Rajasthan,8,Jodhpur,107,Lohavat,6846,3596,25248,28871,24192
2019-2020,Rajasthan,8,Jodhpur,107,Luni,725,2205,53286,52685,36589
2019-2020,Rajasthan,8,Jodhpur,107,Mandor,726,597,26517,29639,24499
2019-2020,Rajasthan,8,Jodhpur,107,Osian,727,1407,25198,26484,20359
2019-2020,Rajasthan,8,Jodhpur,107,Phalaudi,728,4505,53255,47962,40364
2019-2020,Rajasthan,8,Jodhpur,107,Pipad Shahar,6852,1079,32780,33031,25137
2019-2020,Rajasthan,8,Jodhpur,107,Sekhala,6831,727,12833,14585,11203
2019-2020,Rajasthan,8,Jodhpur,107,Shergarh,729,832,30912,28933,23861
2019-2020,Rajasthan,8,Jodhpur,107,Tinvari,6855,844,19597,22848,17725
2019-2020,Rajasthan,8,Karauli,108,Hindaun,730,8489,40321,35619,18953
2019-2020,Rajasthan,8,Karauli,108,Karauli,731,2625,52355,47400,36864
2019-2020,Rajasthan,8,Karauli,108,Mandarayal,7064,3457,25159,24482,20937
2019-2020,Rajasthan,8,Karauli,108,Nadauti,732,690,24966,22409,11839
2019-2020,Rajasthan,8,Karauli,108,Sapotara,733,5641,44062,36338,31754
2019-2020,Rajasthan,8,Karauli,108,Todabhim,734,3472,35578,31287,20781
2019-2020,Rajasthan,8,Kota,109,Itawa,735,208,33483,31438,23985
2019-2020,Rajasthan,8,Kota,109,Kherabad,736,540,35681,35777,29914
2019-2020,Rajasthan,8,Kota,109,Ladpura,737,196,15809,16748,12914
2019-2020,Rajasthan,8,Kota,109,Sangod,738,239,27065,25809,19633
2019-2020,Rajasthan,8,Kota,109,Sultanpur,739,213,33534,32073,23374
2019-2020,Rajasthan,8,Nagaur,110,Degana,740,2239,48203,51942,44124
2019-2020,Rajasthan,8,Nagaur,110,Didwana,741,685,30671,36006,28905
2019-2020,Rajasthan,8,Nagaur,110,Jayal,742,2279,45513,44960,36947
2019-2020,Rajasthan,8,Nagaur,110,Khinwasar,6857,1278,37896,38119,31899
2019-2020,Rajasthan,8,Nagaur,110,Kuchaman,743,433,22177,23912,17999
2019-2020,Rajasthan,8,Nagaur,110,Ladnu,744,343,25714,27438,22056
2019-2020,Rajasthan,8,Nagaur,110,Makrana,745,711,38133,39996,33695
2019-2020,Rajasthan,8,Nagaur,110,Merta,746,1581,41090,48828,42482
2019-2020,Rajasthan,8,Nagaur,110,Molasar,6859,1268,20844,23394,19349
2019-2020,Rajasthan,8,Nagaur,110,Mundwan,747,1843,45686,43073,37584
2019-2020,Rajasthan,8,Nagaur,110,Nagaur,748,1459,40331,44438,35902
2019-2020,Rajasthan,8,Nagaur,110,Nava,6854,485,23820,23265,18406
2019-2020,Rajasthan,8,Nagaur,110,Parabatsar,749,1232,44012,44782,38053
2019-2020,Rajasthan,8,Nagaur,110,Riyan,750,1776,49975,53453,49022
2019-2020,Rajasthan,8,Pali,111,Bali,751,707,43551,41205,29445
2019-2020,Rajasthan,8,Pali,111,Desuri,752,265,20556,16377,11909
2019-2020,Rajasthan,8,Pali,111,Jaitaran,753,669,51301,51408,40797
