year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,36,Telangana,514,Nalgonda,5357,Pedda Adiserlapalle,14803,14803,36777,18036,9789
2019-2020,36,Telangana,514,Nalgonda,5332,Gurrampode,14065,14065,33679,16499,9507
2019-2020,36,Telangana,514,Nalgonda,5351,Nampalle,11718,11718,27409,13399,8594
2019-2020,36,Telangana,514,Nalgonda,5323,Chintha Palle,12065,12065,28910,13875,8183
2019-2020,36,Telangana,514,Nalgonda,5328,Devarakonda,22183,22183,52133,24840,13409
2019-2020,36,Telangana,514,Nalgonda,5331,Gundla Palle,13077,13077,31346,15231,8544
2019-2020,36,Telangana,514,Nalgonda,5320,Chandam Pet,16444,16444,41178,19719,8112
2019-2020,36,Telangana,680,Nirmal,4675,Sarangapur,16425,16425,29610,15489,9733
2019-2020,36,Telangana,680,Nirmal,4662,Kuntala,9495,9495,22802,11560,6951
2019-2020,36,Telangana,680,Nirmal,4661,Kubeer,14204,14204,35345,17336,9252
2019-2020,36,Telangana,680,Nirmal,4640,Bhainsa,11988,11988,26633,13006,8281
2019-2020,36,Telangana,680,Nirmal,4681,Tanur,10577,10577,25513,12274,7289
2019-2020,36,Telangana,680,Nirmal,4669,Mudhole,15260,15260,35134,17150,7559
2019-2020,36,Telangana,680,Nirmal,4664,Lohesra,12452,12452,26227,12786,8019
2019-2020,36,Telangana,680,Nirmal,4646,Dilawarpur,10690,10690,21937,11519,7779
2019-2020,36,Telangana,680,Nirmal,4673,Nirmal,16391,16391,30079,15891,9761
2019-2020,36,Telangana,680,Nirmal,4663,Laxmanchanda,10933,10933,21942,11884,7694
2019-2020,36,Telangana,680,Nirmal,4666,Mamda,9835,9835,21673,11609,6973
2019-2020,36,Telangana,680,Nirmal,4658,Khanpur,23208,23208,43263,22470,13389
2019-2020,36,Telangana,680,Nirmal,4654,Kaddampeddur,14910,14910,33080,16655,10362
2019-2020,36,Telangana,516,Nizamabad,5446,Ranjal,7254,7254,16521,8252,4924
2019-2020,36,Telangana,516,Nizamabad,5442,Navipet,12145,12145,27299,13870,8136
2019-2020,36,Telangana,516,Nizamabad,5441,Nandipet,17979,17979,36358,19739,12726
2019-2020,36,Telangana,516,Nizamabad,5418,Armur,15831,15831,32192,17686,10065
2019-2020,36,Telangana,516,Nizamabad,5419,Balkonda,17820,17820,30483,17438,12057
2019-2020,36,Telangana,516,Nizamabad,5439,Mortad,14621,14621,27539,15387,9403
2019-2020,36,Telangana,516,Nizamabad,5433,Kammar Palle,12253,12253,26758,14162,8253
2019-2020,36,Telangana,516,Nizamabad,5421,Bheemgal,15349,15349,32561,17443,10273
2019-2020,36,Telangana,516,Nizamabad,5451,Velpur,9371,9371,20511,11249,5985
2019-2020,36,Telangana,516,Nizamabad,5430,Jakranpalle,12044,12044,26138,13642,8372
2019-2020,36,Telangana,516,Nizamabad,5438,Makloor,15029,15029,35052,18063,9640
2019-2020,36,Telangana,516,Nizamabad,5443,Nizamabad,18612,18612,42840,22482,12051
2019-2020,36,Telangana,516,Nizamabad,5452,Yeda Palle,9660,9660,22253,11299,6627
2019-2020,36,Telangana,516,Nizamabad,5425,Bodhan,16771,16771,40263,19974,11590
2019-2020,36,Telangana,516,Nizamabad,5434,Kotgiri,13653,13653,32014,16004,7456
2019-2020,36,Telangana,516,Nizamabad,5450,Varni,15343,15343,33130,16694,9620
2019-2020,36,Telangana,516,Nizamabad,5427,Dich Palle,17863,17863,37281,20004,13097
2019-2020,36,Telangana,516,Nizamabad,5426,Dhar Palle,11276,11276,25157,13289,8251
2019-2020,36,Telangana,516,Nizamabad,5448,Sirkonda,11106,11106,23586,12939,8677
2019-2020,36,Telangana,690,Bhadradri Kothagudem,5074,Kothagudem,25482,25482,56792,28471,10555
2019-2020,36,Telangana,682,Peddapalli,5017,Kamanpur,13230,13230,23959,13078,8001
2019-2020,36,Telangana,682,Peddapalli,5030,Manthani,14099,14099,33332,16390,9676
2019-2020,36,Telangana,682,Peddapalli,5035,Mutharam Manthani,9567,9567,22779,11256,6975
2019-2020,36,Telangana,682,Peddapalli,5046,Srirampur,9848,9848,19039,9558,7086
2019-2020,36,Telangana,682,Peddapalli,5037,Peddapalle,17165,17165,40689,20372,12872
2019-2020,36,Telangana,682,Peddapalli,5015,Julapalle,7159,7159,15847,7770,4364
2019-2020,36,Telangana,682,Peddapalli,5003,Dharmaram,12714,12714,27668,14115,8175
2019-2020,36,Telangana,682,Peddapalli,5047,Sultanabad,13746,13746,26921,13632,8999
2019-2020,36,Telangana,682,Peddapalli,5036,Odela,10718,10718,24998,12295,7886
2019-2020,36,Telangana,682,Peddapalli,5004,Eligaid,4685,4685,9211,4653,3178
2019-2020,36,Telangana,518,Ranga Reddy,5235,Kondurg,13886,13886,26329,12149,6546
2019-2020,36,Telangana,518,Ranga Reddy,5221,Farooqnagar,11115,11115,17187,8946,5661
2019-2020,36,Telangana,518,Ranga Reddy,5238,Kothur,3045,3045,6122,2928,1057
2019-2020,36,Telangana,518,Ranga Reddy,5230,Keshampeta,8182,8182,15237,7366,4971
2019-2020,36,Telangana,518,Ranga Reddy,5257,Talakondapalle,12577,12577,23838,11410,7345
2019-2020,36,Telangana,518,Ranga Reddy,5207,Amangal,12110,12110,22811,11570,7083
2019-2020,36,Telangana,518,Ranga Reddy,5241,Madgul,13370,13370,26540,13052,8731
2019-2020,36,Telangana,518,Ranga Reddy,5538,Shankarpalle,5389,5389,8738,4385,2361
2019-2020,36,Telangana,684,Mancherial,4667,Mancherial,9996,9996,17484,8960,4851
2019-2020,36,Telangana,700,Medchal Malkajgiri,5532,Quthbullapur,1233,1233,1329,780,337
2019-2020,36,Telangana,518,Ranga Reddy,5526,Moinabad,2811,2811,3519,1675,996
2019-2020,36,Telangana,518,Ranga Reddy,5512,Chevella,6714,6714,14315,6360,4143
2019-2020,36,Telangana,518,Ranga Reddy,5535,Shabad,9194,9194,17778,8386,5660
2019-2020,36,Telangana,518,Ranga Reddy,5537,Shamshabad,2997,2997,5385,3224,1127
2019-2020,36,Telangana,518,Ranga Reddy,5522,Maheswaram,8964,8964,15920,8332,3207
2019-2020,36,Telangana,518,Ranga Reddy,5518,Ibrahimpatam,12379,12379,23808,11855,9034
2019-2020,36,Telangana,518,Ranga Reddy,5523,Manchal,11245,11245,26005,12507,8813
2019-2020,36,Telangana,518,Ranga Reddy,5541,Yacharam,12823,12823,29833,14453,9555
2019-2020,36,Telangana,518,Ranga Reddy,5519,Kandukur,11131,11131,21775,11131,8469
2019-2020,36,Telangana,691,Sangareddy,5285,Manoor,16236,16236,35976,16004,6562
2019-2020,36,Telangana,691,Sangareddy,5279,Kangti,13273,13273,33663,16101,6835
2019-2020,36,Telangana,691,Sangareddy,5278,Kalher,17171,17171,41114,18306,7963
2019-2020,36,Telangana,691,Sangareddy,5291,Narayankhed,25402,25402,56796,27076,8016
2019-2020,36,Telangana,691,Sangareddy,5268,Andole,11367,11367,25166,12276,6673
2019-2020,36,Telangana,691,Sangareddy,5297,Raikode,13813,13813,25693,11226,6210
2019-2020,36,Telangana,691,Sangareddy,5293,Nyalkal,14303,14303,27353,12544,5576
2019-2020,36,Telangana,691,Sangareddy,5276,Jharasangam,11323,11323,23445,10861,5455
2019-2020,36,Telangana,691,Sangareddy,5312,Zahirabad,26954,26954,54012,25190,9999
2019-2020,36,Telangana,691,Sangareddy,5280,Kohir,10879,10879,20923,10004,5625
2019-2020,36,Telangana,691,Sangareddy,5289,Munipalli,11078,11078,20748,9275,4948
2019-2020,36,Telangana,691,Sangareddy,5296,Pulkal,13016,13016,26873,12947,6111
2019-2020,36,Telangana,691,Sangareddy,5301,Sadasivapet,12036,12036,23322,11258,5689
2019-2020,36,Telangana,691,Sangareddy,5282,Kondapur,9199,9199,18851,9107,5664
2019-2020,36,Telangana,691,Sangareddy,5302,Sangareddy,13055,13055,24452,12099,5277
2019-2020,36,Telangana,691,Sangareddy,5295,Patancheru,5283,5283,6989,4415,864
2019-2020,36,Telangana,518,Ranga Reddy,5533,Rajendranagar,32,32,35,16,21
2019-2020,36,Telangana,691,Sangareddy,5277,Jinnaram,8263,8263,14226,8381,2467
2019-2020,36,Telangana,691,Sangareddy,5274,Hathnoora,13056,13056,31574,15369,7047
2019-2020,36,Telangana,692,Siddipet,5272,Dubbak,15818,15818,37096,17989,9927
2019-2020,36,Telangana,692,Siddipet,5287,Mirdoddi,11404,11404,27016,12688,6480
2019-2020,36,Telangana,691,Sangareddy,5299,Ramachandrapuram,172,172,211,144,0
2019-2020,36,Telangana,692,Siddipet,5270,Chinnakodur,16578,16578,33990,16835,11204
2019-2020,36,Telangana,692,Siddipet,5290,Nangnur,11172,11172,20830,10229,8436
2019-2020,36,Telangana,692,Siddipet,5281,Kondapak,12088,12088,25802,12544,8654
2019-2020,36,Telangana,692,Siddipet,5275,Jagdevpur,12006,12006,26731,13502,6514
2019-2020,36,Telangana,692,Siddipet,5273,Gajwel,10556,10556,20622,10612,7076
2019-2020,36,Telangana,692,Siddipet,5271,Doulthabad,13038,13038,29531,14330,8243
2019-2020,36,Telangana,692,Siddipet,5310,Wargal,8431,8431,18045,9097,5581
2019-2020,36,Telangana,692,Siddipet,5288,Mulugu,10849,10849,22540,11421,5701
2019-2020,36,Telangana,692,Siddipet,5308,Thogutta,9071,9071,19837,9402,5631
2019-2020,36,Telangana,692,Siddipet,4996,Bejjanki,12179,12179,25887,13369,7389
2019-2020,36,Telangana,692,Siddipet,5022,Koheda,10229,10229,19682,10789,7142
2019-2020,36,Telangana,692,Siddipet,5010,Husnabad,16379,16379,40014,19819,8574
2019-2020,36,Telangana,692,Siddipet,5661,Cheriyal,13950,13950,28080,14467,7286
2019-2020,36,Telangana,692,Siddipet,5682,Maddur,10331,10331,24799,12208,6331
2019-2020,36,Telangana,683,Rajanna Sircilla,4999,Chandurthi,11104,11104,22804,10626,5123
2019-2020,36,Telangana,683,Rajanna Sircilla,4998,Boinpalle,7955,7955,17049,8334,5155
2019-2020,36,Telangana,683,Rajanna Sircilla,5051,Vemulawada,10868,10868,22689,11575,5251
2019-2020,36,Telangana,683,Rajanna Sircilla,5023,Konaraopeta,10862,10862,25156,12358,7917
2019-2020,36,Telangana,683,Rajanna Sircilla,5052,Yella Reddi Peta,14495,14495,36439,17699,9355
2019-2020,36,Telangana,683,Rajanna Sircilla,5007,Gambhiraopet,12802,12802,31774,15550,7828
2019-2020,36,Telangana,683,Rajanna Sircilla,5033,Mustabad,9705,9705,19875,10498,6448
2019-2020,36,Telangana,682,Peddapalli,5041,Ramagundam,11470,11470,25049,12785,8286
2019-2020,36,Telangana,683,Rajanna Sircilla,5006,Ellanthakunta,11241,11241,23464,11980,7505
2019-2020,36,Telangana,696,Suryapet,5366,Thirumalagiri,11567,11567,28505,14026,7258
2019-2020,36,Telangana,696,Suryapet,5368,Thunga Thurthi,16464,16464,42335,20680,10418
2019-2020,36,Telangana,696,Suryapet,5356,Nuthankal,15430,15430,38527,18762,10919
2019-2020,36,Telangana,692,Siddipet,5306,Siddipet,16311,16311,33410,16450,9838
2019-2020,36,Telangana,696,Suryapet,5334,Jaji Reddi Gudem,12649,12649,32091,15530,7336
2019-2020,36,Telangana,696,Suryapet,5364,Suryapet,14064,14064,32466,16140,11035
2019-2020,36,Telangana,696,Suryapet,5325,Chivvemla,14730,14730,33614,16628,10946
2019-2020,36,Telangana,696,Suryapet,5344,Mothey,14234,14234,34043,16677,8775
2019-2020,36,Telangana,696,Suryapet,5348,Nadigudem,13007,13007,30308,14841,8284
2019-2020,36,Telangana,696,Suryapet,5346,Munagala,15345,15345,35116,17317,9640
2019-2020,36,Telangana,696,Suryapet,5359,Penpahad,12161,12161,28695,14274,9939
2019-2020,36,Telangana,696,Suryapet,5329,Garide Palle,16037,16037,38884,19308,11951
2019-2020,36,Telangana,696,Suryapet,5322,Chilkur,13309,13309,29833,14813,8829
2019-2020,36,Telangana,696,Suryapet,5338,Kodad,18904,18904,43874,22254,13523
2019-2020,36,Telangana,696,Suryapet,5342,Mellachervu,21259,21259,52892,26037,11567
2019-2020,36,Telangana,696,Suryapet,5333,Huzurnagar,6333,6333,14484,7380,4909
2019-2020,36,Telangana,696,Suryapet,5341,Mattampalle,13720,13720,33698,16704,7520
2019-2020,36,Telangana,696,Suryapet,5354,Nered Cherla,17832,17832,46842,23254,13186
2019-2020,36,Telangana,698,Vikarabad,5232,Kodangal,11332,11332,28695,14247,6246
2019-2020,36,Telangana,698,Vikarabad,5214,Bomraspeta,13781,13781,30818,15250,5909
2019-2020,36,Telangana,698,Vikarabad,5220,Doulatabad,12263,12263,32742,15911,6602
2019-2020,36,Telangana,698,Vikarabad,5524,Marpalle,9506,9506,20982,9954,7859
2019-2020,36,Telangana,698,Vikarabad,5527,Mominpet,8485,8485,18402,8783,6166
2019-2020,36,Telangana,698,Vikarabad,5528,Nawabpet,8239,8239,18974,8661,5833
2019-2020,36,Telangana,698,Vikarabad,5540,Vikarabad,8604,8604,19310,9076,6394
2019-2020,36,Telangana,698,Vikarabad,5513,Dharur,11664,11664,25872,12438,9046
2019-2020,36,Telangana,698,Vikarabad,5510,Bantaram,9788,9788,22525,10843,8092
2019-2020,36,Telangana,698,Vikarabad,5530,Peddemul,11947,11947,27734,13754,9017
2019-2020,36,Telangana,698,Vikarabad,5539,Tandur,11674,11674,23157,11861,6507
2019-2020,36,Telangana,698,Vikarabad,5511,Basheerabad,13298,13298,29686,15030,6993
2019-2020,36,Telangana,698,Vikarabad,5542,Yelal,11002,11002,27199,13443,7125
2019-2020,36,Telangana,698,Vikarabad,5514,Doma,11409,11409,27104,12804,6615
2019-2020,36,Telangana,698,Vikarabad,5521,Kulkacharla,15692,15692,40131,19465,10273
2019-2020,36,Telangana,698,Vikarabad,5529,Pargi,12872,12872,28333,13021,6446
2019-2020,36,Telangana,698,Vikarabad,5531,Pudur,11191,11191,24162,11070,6161
2019-2020,36,Telangana,693,Wanaparthy,5209,Atmakur,17685,17685,40424,20311,6853
2019-2020,36,Telangana,693,Wanaparthy,5237,Kothakota,18951,18951,43746,21948,9803
2019-2020,36,Telangana,693,Wanaparthy,5255,Peddamandadi,11048,11048,25124,12487,5901
2019-2020,36,Telangana,693,Wanaparthy,5223,Ghanpur,14083,14083,31598,15589,7000
2019-2020,36,Telangana,693,Wanaparthy,5225,Gopalpeta,17218,17218,37065,18092,7600
2019-2020,36,Telangana,693,Wanaparthy,5266,Wanaparthy,14093,14093,32118,15739,7478
2019-2020,36,Telangana,693,Wanaparthy,5252,Pangal,19474,19474,41893,19356,10497
2019-2020,36,Telangana,693,Wanaparthy,5253,Pebbair,17741,17741,40362,19567,11289
2019-2020,36,Telangana,693,Wanaparthy,5263,Veepangandla,19708,19708,42810,20312,8896
2019-2020,36,Telangana,686,Warangal Urban,5016,Kamalapur,11743,11743,27480,13846,8801
2019-2020,36,Telangana,686,Warangal Urban,5005,Elkathurthi,7302,7302,18401,9110,5516
2019-2020,36,Telangana,686,Warangal Urban,4997,Bheemadevarpalle,9861,9861,22860,11428,6680
2019-2020,36,Telangana,686,Warangal Urban,5664,Dharmasagar,10733,10733,27660,13918,7743
2019-2020,36,Telangana,686,Warangal Urban,5674,Hasanparthy,5610,5610,12732,6443,4102
2019-2020,36,Telangana,683,Rajanna Sircilla,5045,Sirsilla,11990,11990,25641,13350,7770
2019-2020,36,Telangana,522,Warangal Rural,5705,Wardhannapet,14096,14096,28823,14808,9372
2019-2020,36,Telangana,522,Warangal Rural,5698,Raiparthy,11651,11651,26514,13014,7774
2019-2020,36,Telangana,522,Warangal Rural,5693,Nekkonda,11685,11685,23724,12189,9995
2019-2020,36,Telangana,522,Warangal Rural,5677,Khanapur,8507,8507,17555,8955,4716
2019-2020,36,Telangana,522,Warangal Rural,5691,Narsampet,10744,10744,25303,13220,6454
2019-2020,36,Telangana,522,Warangal Rural,5660,Chennaraopet,13791,13791,29543,14681,9056
2019-2020,36,Telangana,522,Warangal Rural,5696,Parvathagiri,11570,11570,25852,12849,7917
2019-2020,36,Telangana,522,Warangal Rural,5700,Sangem,10540,10540,21464,10935,8254
2019-2020,36,Telangana,522,Warangal Rural,5688,Nallabelly,9878,9878,21521,10887,7388
2019-2020,36,Telangana,522,Warangal Rural,5666,Duggondi,10683,10683,24621,12494,9107
2019-2020,36,Telangana,522,Warangal Rural,5668,Geesugonda,15199,15199,34183,18102,5050
2019-2020,36,Telangana,686,Warangal Urban,5657,Atmakur,16087,16087,32510,16648,8415
2019-2020,36,Telangana,686,Warangal Urban,5701,Shayampet,9375,9375,21630,10886,6907
2019-2020,36,Telangana,686,Warangal Urban,5695,Parkal,16080,16080,37661,18742,9452
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5319,Bommalaramaram,8364,8364,17192,8825,4858
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5339,M Turkapalle,8002,8002,18459,9103,5599
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5361,Rajapet,9999,9999,22456,10899,5239
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5371,Yadagirigutta,11970,11970,24265,11984,6379
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5313,Alair,10707,10707,23438,11687,5057
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5345,Mothkur,11811,11811,27317,13289,8007
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5315,Atmakur (M),11168,11168,25823,12658,6600
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5369,Valigonda,16211,16211,34829,16615,9255
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5317,Bhuvanagiri,12895,12895,28853,14816,8299
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5318,Bibinagar,9583,9583,19177,9957,4879
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5360,Pochampalle,9669,9669,19527,10412,5702
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5326,Choutuppal,14534,14534,28162,14328,8408
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5362,Ramannapeta,12574,12574,27560,13711,7077
2019-2020,36,Telangana,697,Yadadri Bhuvanagiri,5352,Narayanapur,11765,11765,26732,13035,7473
2019-2020,16,Tripura,269,Dhalai,2410,Ambassa,9292,9261,19159,9789,8822
2019-2020,16,Tripura,269,Dhalai,2411,Chawmanu,10333,10311,20081,9978,9833
2019-2020,16,Tripura,269,Dhalai,2412,Dumburnagar,11082,11081,22677,11466,10976
2019-2020,16,Tripura,269,Dhalai,2413,Manu,19705,19632,38942,19791,19261
2019-2020,16,Tripura,269,Dhalai,2414,Salema,10409,10405,21116,10558,10227
2019-2020,16,Tripura,269,Dhalai,6729,Durgachowmuhani,15741,15734,29611,14095,15294
2019-2020,16,Tripura,269,Dhalai,6781,Ganganagar,3134,3130,6648,3367,3062
2019-2020,16,Tripura,269,Dhalai,6780,Raishyabari,5789,5788,11731,6071,5724
2019-2020,16,Tripura,654,Gomati,2428,Killa,8448,8445,15811,8736,8337
2019-2020,16,Tripura,654,Gomati,2423,Amarpur,13447,13440,29494,14706,12959
2019-2020,16,Tripura,654,Gomati,2429,Matabari,19507,19478,39604,19690,18892
2019-2020,16,Tripura,654,Gomati,2426,Kakraban,13391,13391,27922,13175,12841
2019-2020,16,Tripura,654,Gomati,2427,Karbook,10880,10874,21940,11294,10696
2019-2020,16,Tripura,654,Gomati,2430,Ompi,8958,8898,16715,8671,8762
2019-2020,16,Tripura,654,Gomati,6725,Shilachari,3796,3796,7321,3563,3782
2019-2020,16,Tripura,654,Gomati,6782,Tepania,10914,10913,22645,10968,10416
2019-2020,16,Tripura,652,Khowai,2447,Padmabil,8926,8925,15686,7920,8860
2019-2020,16,Tripura,652,Khowai,2442,Khowai,14177,14177,29771,14491,13713
2019-2020,16,Tripura,652,Khowai,2449,Tulasikhar,11023,11019,17762,8031,10796
2019-2020,16,Tripura,652,Khowai,2440,Kalyanpur,11194,11161,21930,10660,10777
2019-2020,16,Tripura,652,Khowai,2448,Teliamura,15653,15638,26739,13675,15171
2019-2020,16,Tripura,652,Khowai,2446,Mungiakami,6581,6570,13219,6316,6382
2019-2020,16,Tripura,270,North Tripura,2419,Kadamtala,12165,12165,24218,11074,11695
2019-2020,16,Tripura,270,North Tripura,2421,Panisagar,8689,8678,16487,7653,8000
2019-2020,16,Tripura,270,North Tripura,2416,Dasda,11150,11097,25788,12753,10339
2019-2020,16,Tripura,270,North Tripura,2415,Damcherra,5063,5061,11905,6078,4739
2019-2020,16,Tripura,270,North Tripura,2418,Jampui Hills,2777,2777,4942,2475,2663
2019-2020,16,Tripura,270,North Tripura,6727,Jubarajnagar,10096,10095,19097,8600,9181
2019-2020,16,Tripura,270,North Tripura,6784,Laljuri,7064,7023,14027,6977,6772
2019-2020,16,Tripura,270,North Tripura,6783,Kalacherra,10762,10684,19948,9449,10209
2019-2020,16,Tripura,653,Sepahijala,2438,Jampuijala,14991,14969,26678,13619,14568
2019-2020,16,Tripura,653,Sepahijala,2434,Bishalgarh,19757,19739,26877,12893,17629
2019-2020,16,Tripura,653,Sepahijala,2435,Boxanagar,10730,10679,15964,7972,9618
2019-2020,16,Tripura,653,Sepahijala,2444,Nalchar,12164,12133,23186,11008,11779
2019-2020,16,Tripura,653,Sepahijala,2441,Kathalia,11657,11655,20316,9147,10709
2019-2020,16,Tripura,653,Sepahijala,6786,Charilam,9356,9344,20440,9734,8932
2019-2020,16,Tripura,653,Sepahijala,6787,Mohanbhog,6088,6087,11675,5611,5675
2019-2020,16,Tripura,271,South Tripura,2431,Rajnagar,12597,12594,23557,11036,12184
2019-2020,16,Tripura,271,South Tripura,2425,Hrishyamukh,11803,11795,25667,12137,11443
2019-2020,16,Tripura,271,South Tripura,2424,Bokafa,13142,13119,25844,12948,12893
2019-2020,16,Tripura,271,South Tripura,2432,Rupaichari,6969,6963,14860,7353,6735
2019-2020,16,Tripura,271,South Tripura,2433,Satchand,17138,17120,35182,17456,16195
2019-2020,16,Tripura,271,South Tripura,6723,Jolaibari,16128,16105,32339,15530,15768
2019-2020,16,Tripura,271,South Tripura,6788,Poangbari,4007,4006,7356,3483,3926
2019-2020,16,Tripura,271,South Tripura,6789,Bharat Chandra Nagar,9128,9127,17947,8618,8875
2019-2020,16,Tripura,655,Unakoti,2417,Gournagar,14304,14298,25929,12911,13644
2019-2020,16,Tripura,655,Unakoti,2420,Kumarghat,19937,19922,39721,19453,19208
2019-2020,16,Tripura,655,Unakoti,2422,Pecharthal,8553,8548,18153,8882,8284
2019-2020,16,Tripura,655,Unakoti,6785,Chandipur,9575,9555,15739,7361,9198
2019-2020,16,Tripura,272,West Tripura,2445,Mohanpur,12919,12910,19244,9500,12688
2019-2020,16,Tripura,272,West Tripura,2437,Hezamara,9686,9685,15604,7883,9561
2019-2020,16,Tripura,272,West Tripura,2443,Mandai,10078,9996,16170,8217,9774
2019-2020,16,Tripura,272,West Tripura,2439,Jirania,9185,9141,16916,8894,8705
2019-2020,16,Tripura,272,West Tripura,2436,Dukli,20161,20087,32267,16825,19745
2019-2020,16,Tripura,272,West Tripura,6721,Lefunga,4776,4776,7657,4215,4713
2019-2020,16,Tripura,272,West Tripura,6791,Bamutia,13377,13358,21721,11189,13146
2019-2020,16,Tripura,272,West Tripura,6790,Old Agartala,8956,8910,16617,8228,8364
2019-2020,16,Tripura,272,West Tripura,6792,Belbari,5550,5550,8608,4460,5406
2019-2020,9,Uttar Pradesh,118,Agra,810,Fatehpur Sikri,14224,13873,20636,8290,6220
2019-2020,9,Uttar Pradesh,118,Agra,803,Achhnera,12862,12534,18240,5962,5357
2019-2020,9,Uttar Pradesh,118,Agra,804,Akola,8144,8056,14938,6182,3745
2019-2020,9,Uttar Pradesh,118,Agra,807,Bichpuri,4807,4691,4908,2521,2130
2019-2020,9,Uttar Pradesh,118,Agra,806,Barauli Ahir,9736,9574,10847,3564,3585
2019-2020,9,Uttar Pradesh,118,Agra,813,Khandauli,7660,7409,8806,2108,3319
2019-2020,9,Uttar Pradesh,118,Agra,808,Etmadpur,10257,9925,11810,2926,4165
2019-2020,9,Uttar Pradesh,118,Agra,811,Jagner,9000,8827,19200,8855,3663
2019-2020,9,Uttar Pradesh,118,Agra,814,Kheragarh,9305,8904,15927,6256,3967
2019-2020,9,Uttar Pradesh,118,Agra,816,Saiyan,9457,9179,19635,8328,4880
2019-2020,9,Uttar Pradesh,118,Agra,817,Shamsabad,14482,14028,16478,5773,5892
2019-2020,9,Uttar Pradesh,118,Agra,809,Fatehabad,15597,14984,24396,8260,8888
