year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,21,Odisha,364,Malkangiri,3481,Khairaput,11350,11334,21380,10431,7768
2019-2020,21,Odisha,364,Malkangiri,3482,Korukonda,13606,13603,24803,11368,8578
2019-2020,21,Odisha,364,Malkangiri,3486,Podia,10601,10447,14491,6712,6308
2019-2020,21,Odisha,365,Mayurbhanj,3487,Badasahi,27510,26650,44935,21864,19535
2019-2020,21,Odisha,365,Mayurbhanj,3488,Bahalda,19702,18800,22764,11376,15346
2019-2020,21,Odisha,365,Mayurbhanj,3489,Bangriposi,22324,22315,32749,15400,17697
2019-2020,21,Odisha,365,Mayurbhanj,3490,Baripada,13014,13014,18323,8895,10689
2019-2020,21,Odisha,365,Mayurbhanj,3491,Betnoti,23859,23629,28812,14726,15602
2019-2020,21,Odisha,365,Mayurbhanj,3492,Bijatala,20763,20612,16274,7813,14148
2019-2020,21,Odisha,365,Mayurbhanj,3493,Bisoi,15683,15207,25216,12588,12014
2019-2020,21,Odisha,365,Mayurbhanj,3496,Joshipur,22103,21982,33943,17224,18033
2019-2020,21,Odisha,365,Mayurbhanj,3495,Jamda,13646,13574,16060,8228,9340
2019-2020,21,Odisha,365,Mayurbhanj,3498,Karanjia,16959,16925,35506,17823,14384
2019-2020,21,Odisha,365,Mayurbhanj,3497,Kaptipada,36281,33910,48150,23966,22981
2019-2020,21,Odisha,365,Mayurbhanj,3500,Kuliana,23184,23119,34934,17195,17296
2019-2020,21,Odisha,365,Mayurbhanj,3501,Kusumi,14484,14416,22170,11301,9443
2019-2020,21,Odisha,365,Mayurbhanj,3499,Khunta,18777,18729,23826,11566,13896
2019-2020,21,Odisha,365,Mayurbhanj,3502,Morada,23629,23189,32856,16518,17242
2019-2020,21,Odisha,365,Mayurbhanj,3494,Gopabandhunagar,15224,15167,20740,9994,9469
2019-2020,21,Odisha,365,Mayurbhanj,3503,Rairangpur,11868,11839,18315,9379,9210
2019-2020,21,Odisha,365,Mayurbhanj,3504,Raruan,11359,11272,17720,8903,8141
2019-2020,21,Odisha,365,Mayurbhanj,3505,Rasgovindpur,15481,15364,24377,11963,11081
2019-2020,21,Odisha,365,Mayurbhanj,3508,Sukruli,10168,10152,16657,8212,8298
2019-2020,21,Odisha,365,Mayurbhanj,3506,Samakhunta,16658,16588,24617,12584,13087
2019-2020,21,Odisha,365,Mayurbhanj,3509,Suliapada,22036,22017,30933,15430,15631
2019-2020,21,Odisha,365,Mayurbhanj,3507,Saraskana,20425,20413,35465,17350,16931
2019-2020,21,Odisha,365,Mayurbhanj,3511,Tiring,11721,11715,19073,9699,8943
2019-2020,21,Odisha,365,Mayurbhanj,3510,Thakurmunda,24329,24251,31821,15926,17424
2019-2020,21,Odisha,365,Mayurbhanj,3512,Udala,18826,18734,22351,10894,13203
2019-2020,21,Odisha,366,Nabarangpur,3514,Dabugam,14979,14819,20034,9309,8082
2019-2020,21,Odisha,366,Nabarangpur,3516,Kosagumuda,33516,33153,44264,20993,18862
2019-2020,21,Odisha,366,Nabarangpur,3513,Chandahandi,18207,18127,28972,13272,12234
2019-2020,21,Odisha,366,Nabarangpur,3515,Jhorigam,38385,38345,44987,21263,22197
2019-2020,21,Odisha,366,Nabarangpur,3517,Nabarangpur,18197,18197,25130,12855,11425
2019-2020,21,Odisha,366,Nabarangpur,3518,Nandahandi,14657,14558,21119,10853,8689
2019-2020,21,Odisha,366,Nabarangpur,3519,Papadahandi,34571,34467,38145,17871,20560
2019-2020,21,Odisha,366,Nabarangpur,3520,Raighar,34659,34525,51042,25560,23126
2019-2020,21,Odisha,366,Nabarangpur,3522,Umerkote,38597,38368,37995,18554,24788
2019-2020,21,Odisha,366,Nabarangpur,3521,Tentulikhunti,22267,22212,21102,10656,13097
2019-2020,21,Odisha,367,Nayagarh,3524,Dasapalla,19001,18829,35208,16752,13413
2019-2020,21,Odisha,367,Nayagarh,3528,Nuagaon,21738,21698,40889,18992,13724
2019-2020,21,Odisha,367,Nayagarh,3529,Odagaon,28940,28750,43337,19695,15844
2019-2020,21,Odisha,367,Nayagarh,3526,Khandapara,20781,20604,43839,19204,13126
2019-2020,21,Odisha,367,Nayagarh,3525,Gania,7364,7362,16577,7475,4862
2019-2020,21,Odisha,367,Nayagarh,3530,Ranapur,29501,29476,55376,24761,16778
2019-2020,21,Odisha,367,Nayagarh,3523,Bhapur,22178,22164,42640,19032,15545
2019-2020,21,Odisha,367,Nayagarh,3527,Nayagarh,20523,20520,39751,15857,14242
2019-2020,21,Odisha,368,Nuapada,3534,Nuapada,28211,28158,54645,26050,18570
2019-2020,21,Odisha,368,Nuapada,3533,Komna,34466,33373,50029,23513,21362
2019-2020,21,Odisha,368,Nuapada,3532,Khariar,26503,26480,39090,18756,15379
2019-2020,21,Odisha,368,Nuapada,3531,Boden,20628,20620,30059,13718,13519
2019-2020,21,Odisha,368,Nuapada,3535,Sinapali,24576,24533,43266,20223,16926
2019-2020,21,Odisha,369,Puri,3542,Krushnaprasad,17367,17186,33535,15465,11580
2019-2020,21,Odisha,369,Puri,3537,Brahmagiri,24452,24368,48594,21211,16723
2019-2020,21,Odisha,369,Puri,3545,Sadar,21062,19857,29476,13345,10732
2019-2020,21,Odisha,369,Puri,3539,Gop,30057,29739,47846,20483,17656
2019-2020,21,Odisha,369,Puri,3540,Kakat Pur,18029,17104,28576,12986,6425
2019-2020,21,Odisha,369,Puri,3536,Astaranga,17992,17831,22623,8851,9438
2019-2020,21,Odisha,369,Puri,3543,Nimapada,35156,34368,45906,19042,16098
2019-2020,21,Odisha,369,Puri,3544,Pipili,18149,18079,30239,11966,7365
2019-2020,21,Odisha,369,Puri,3538,Delanga,23001,22386,23989,10042,10314
2019-2020,21,Odisha,369,Puri,3541,Kanas,25370,25081,25985,10356,9709
2019-2020,21,Odisha,369,Puri,3546,Satyabadi,21098,20613,37988,16541,9643
2019-2020,21,Odisha,370,Rayagada,3547,Bissamcuttack,22157,22149,26628,13936,15545
2019-2020,21,Odisha,370,Rayagada,3548,Chandrapur,10091,10068,11313,5227,6353
2019-2020,21,Odisha,370,Rayagada,3549,Gudari,11180,11166,13181,6578,7769
2019-2020,21,Odisha,370,Rayagada,3550,Gunupur,18322,18226,23587,11766,10544
2019-2020,21,Odisha,370,Rayagada,3551,Kalyansingpur,16159,16007,18691,9294,9648
2019-2020,21,Odisha,370,Rayagada,3552,Kasipur,42253,41640,43135,20808,26335
2019-2020,21,Odisha,370,Rayagada,3553,Kolnara,16721,16650,23526,12422,9419
2019-2020,21,Odisha,370,Rayagada,3554,Muniguda,21784,21771,26477,13523,14621
2019-2020,21,Odisha,370,Rayagada,3555,Padmapur,15818,15511,15085,7595,7946
2019-2020,21,Odisha,370,Rayagada,3556,Ramanaguda,13832,13568,13482,6763,8668
2019-2020,21,Odisha,370,Rayagada,3557,Rayagada,22413,21618,29401,15614,14958
2019-2020,21,Odisha,371,Sambalpur,3559,Dhankauda,10237,10134,13664,6618,6077
2019-2020,21,Odisha,371,Sambalpur,3563,Maneswar,11101,11085,14549,7013,5559
2019-2020,21,Odisha,371,Sambalpur,3561,Jujomura,18883,18630,26958,13055,11366
2019-2020,21,Odisha,371,Sambalpur,3566,Rengali,13254,13109,16431,8083,6989
2019-2020,21,Odisha,371,Sambalpur,3562,Kuchinda,15456,15225,25082,11673,10637
2019-2020,21,Odisha,371,Sambalpur,3558,Bamra,16054,15994,32454,16039,11467
2019-2020,21,Odisha,371,Sambalpur,3560,Jamankira,17942,17934,32900,16004,12793
2019-2020,21,Odisha,371,Sambalpur,3565,Rairakhol,12293,12018,18613,8388,7912
2019-2020,21,Odisha,371,Sambalpur,3564,Naktideul,12153,12070,17983,8717,6857
2019-2020,21,Odisha,372,Sonepur,3567,Binka,19063,18846,33539,14457,10012
2019-2020,21,Odisha,372,Sonepur,3568,Biramaharajpur,20708,20425,34346,14829,12677
2019-2020,21,Odisha,372,Sonepur,3569,Dunguripali,26391,25628,35829,14983,12680
2019-2020,21,Odisha,372,Sonepur,3570,Sonepur,16372,16245,26779,11551,10889
2019-2020,21,Odisha,372,Sonepur,3571,Tarbha,19505,19131,31647,14840,13970
2019-2020,21,Odisha,372,Sonepur,3572,Ullunda,24806,24320,34469,14799,13244
2019-2020,21,Odisha,373,Sundargarh,3584,Lephripara,19029,18692,24049,11748,13031
2019-2020,21,Odisha,373,Sundargarh,3578,Hemgir,14153,14108,19869,9447,11374
2019-2020,21,Odisha,373,Sundargarh,3586,Rajgangpur,23793,23633,28870,15037,12615
2019-2020,21,Odisha,373,Sundargarh,3581,Kutra,16732,16620,21316,10983,10821
2019-2020,21,Odisha,373,Sundargarh,3588,Sundargarh,15104,15100,23369,11207,11289
2019-2020,21,Odisha,373,Sundargarh,3574,Bargaon,14946,14932,27746,13344,10189
2019-2020,21,Odisha,373,Sundargarh,3587,Subdega,16179,16158,25526,12667,11271
2019-2020,21,Odisha,373,Sundargarh,3573,Balisankara,22749,22628,33633,17027,14932
2019-2020,21,Odisha,373,Sundargarh,3589,Tangarpali,15787,15584,18356,8951,10155
2019-2020,21,Odisha,373,Sundargarh,3580,Kuarmunda,29355,28919,25007,12687,13241
2019-2020,21,Odisha,373,Sundargarh,3585,Nuagaon,27160,26749,24053,12061,17005
2019-2020,21,Odisha,373,Sundargarh,3575,Bisra,12836,12496,15852,8238,6595
2019-2020,21,Odisha,373,Sundargarh,3583,Lathikata,18123,17839,14308,7756,7428
2019-2020,21,Odisha,373,Sundargarh,3582,Lahunipara,24274,23711,22444,11477,14420
2019-2020,21,Odisha,373,Sundargarh,3579,Koida,16619,16353,11759,5598,7443
2019-2020,21,Odisha,373,Sundargarh,3576,Bonaigarh,13337,13296,19314,10081,9431
2019-2020,21,Odisha,373,Sundargarh,3577,Gurundia,16544,16507,21719,11192,11179
2019-2020,34,Puducherry,598,Karaikal,6486,Karaikal,15793,15737,20842,16118,13428
2019-2020,34,Puducherry,600,Puducherry,6490,Villianur,28395,27514,49391,33781,19367
2019-2020,34,Puducherry,600,Puducherry,6488,Ariankuppam,25967,25498,45187,31426,18368
2019-2020,3,Punjab,27,Amritsar,210,Ajnala-1,21082,20151,27350,11564,10953
2019-2020,3,Punjab,27,Amritsar,212,Chogawan-2,12835,11572,16410,7085,6100
2019-2020,3,Punjab,27,Amritsar,216,Jandiala-4,11666,10487,9016,4325,3967
2019-2020,3,Punjab,27,Amritsar,218,Majitha-3,14298,13420,15869,6947,6482
2019-2020,3,Punjab,27,Amritsar,225,Verka-5,14747,12982,9000,3664,3860
2019-2020,3,Punjab,27,Amritsar,221,Rayya-6,15587,14493,14211,7054,6408
2019-2020,3,Punjab,27,Amritsar,223,Tarsikka-7,11664,11195,14173,6641,5699
2019-2020,3,Punjab,27,Amritsar,215,Harsha Chhina,12484,11371,13318,5678,5545
2019-2020,3,Punjab,27,Amritsar,6621,Attari,12846,12073,12620,5267,5038
2019-2020,3,Punjab,605,Barnala,341,Barnala,13982,12873,23986,13310,11022
2019-2020,3,Punjab,605,Barnala,346,Mehalkalan,9973,8520,18340,9095,6370
2019-2020,3,Punjab,605,Barnala,348,Sehna,10164,9811,18754,9879,8232
2019-2020,3,Punjab,28,Bathinda,230,Phul,5461,5456,8273,3747,3461
2019-2020,3,Punjab,28,Bathinda,231,Rampura,9598,9238,18674,9573,5564
2019-2020,3,Punjab,28,Bathinda,226,Bathinda,9807,9521,17683,9299,6715
2019-2020,3,Punjab,28,Bathinda,229,Nathana,10817,9772,18201,9742,7437
2019-2020,3,Punjab,28,Bathinda,232,Sangat,14877,12953,23585,12542,9269
2019-2020,3,Punjab,28,Bathinda,233,Talwandi Sabo,16839,16140,28045,14016,10648
2019-2020,3,Punjab,28,Bathinda,228,Maur,10528,8242,16492,7611,6707
2019-2020,3,Punjab,28,Bathinda,227,Bhagta Bhaika,8019,6688,13449,6276,5291
2019-2020,3,Punjab,28,Bathinda,7333,Goniana,11774,10062,18598,9660,7614
2019-2020,3,Punjab,29,Faridkot,234,Faridkot,23072,21763,44402,22273,16414
2019-2020,3,Punjab,29,Faridkot,235,Kot Kapura,11666,11199,22093,11567,8391
2019-2020,3,Punjab,29,Faridkot,7091,Jaitu,15082,14717,27631,14331,12080
2019-2020,3,Punjab,30,Fatehgarh Sahib,236,Amloh,12467,12098,16954,9913,8217
2019-2020,3,Punjab,30,Fatehgarh Sahib,237,Bassi Pathana,6386,6201,9693,4817,4100
2019-2020,3,Punjab,30,Fatehgarh Sahib,240,Sirhind,11516,11284,19929,10520,8945
2019-2020,3,Punjab,30,Fatehgarh Sahib,238,Khamano,9164,8900,15599,7985,5664
2019-2020,3,Punjab,30,Fatehgarh Sahib,239,Khera,10661,10294,16030,7742,6774
2019-2020,3,Punjab,651,Fazilka,242,Fazilka,22418,22363,45982,21988,18109
2019-2020,3,Punjab,651,Fazilka,246,Jalalabad,37013,37010,70331,33622,28074
2019-2020,3,Punjab,651,Fazilka,241,Abohar,27311,27311,58650,28916,17585
2019-2020,3,Punjab,651,Fazilka,247,Khuian Sarwar,25217,25217,52203,25758,16913
2019-2020,3,Punjab,651,Fazilka,6735,Arniwala Shiekh Subhan,11790,11653,28726,13737,8658
2019-2020,3,Punjab,31,Firozepur,250,Zira,13701,13022,20407,9539,8018
2019-2020,3,Punjab,31,Firozepur,243,Firozpur,22593,20716,36639,15956,13237
2019-2020,3,Punjab,31,Firozepur,244,Ghall Khurd,18281,16659,31154,14411,11018
2019-2020,3,Punjab,31,Firozepur,245,Guru Har Sahai,53898,48980,90270,41214,28318
2019-2020,3,Punjab,31,Firozepur,249,Mamdot,20693,19101,28176,11371,11943
2019-2020,3,Punjab,31,Firozepur,248,Makhu,14222,13778,17562,6968,7430
2019-2020,3,Punjab,32,Gurdaspur,254,Dhariwal,10138,9602,14697,5195,5582
2019-2020,3,Punjab,32,Gurdaspur,256,Dinanagar,5368,5098,9747,3000,2855
2019-2020,3,Punjab,32,Gurdaspur,259,Gurdaspur,17397,16494,21734,7565,8448
2019-2020,3,Punjab,32,Gurdaspur,260,Kahnuwan,10873,10270,13180,3327,5868
2019-2020,3,Punjab,32,Gurdaspur,261,Kalanaur,7764,7645,7501,2828,4525
2019-2020,3,Punjab,32,Gurdaspur,252,Batala,10698,10139,17120,7144,5613
2019-2020,3,Punjab,32,Gurdaspur,253,Dera Baba Nanak,9879,9515,14241,5375,5369
2019-2020,3,Punjab,32,Gurdaspur,258,Fatehgarh Churian,12694,11935,12164,6149,9097
2019-2020,3,Punjab,32,Gurdaspur,265,Srihargobind Pur,8634,8467,12943,5557,4747
2019-2020,3,Punjab,32,Gurdaspur,264,Qadian,6773,6548,10209,4493,3684
2019-2020,3,Punjab,32,Gurdaspur,257,Dorangla,5226,5134,7762,2413,3236
2019-2020,3,Punjab,33,Hoshiarpur,268,Dasuya,11606,11388,14504,6617,6581
2019-2020,3,Punjab,33,Hoshiarpur,274,Mukerian,9799,9628,13659,5637,4505
2019-2020,3,Punjab,33,Hoshiarpur,275,Talwara,11262,10402,12544,4905,5216
2019-2020,3,Punjab,33,Hoshiarpur,276,Tanda,12003,11869,14204,7074,5203
2019-2020,3,Punjab,33,Hoshiarpur,267,Bhunga,13168,12792,17333,8167,7861
2019-2020,3,Punjab,33,Hoshiarpur,271,Hoshiarpur-I,12171,12022,23813,12383,7550
2019-2020,3,Punjab,33,Hoshiarpur,272,Hoshiarpur-Ii,8178,8090,14010,7703,5244
2019-2020,3,Punjab,33,Hoshiarpur,269,Garhshankar,12056,11574,19143,9718,7369
2019-2020,3,Punjab,33,Hoshiarpur,273,Mahilpur,10497,10167,18303,8781,6497
2019-2020,3,Punjab,33,Hoshiarpur,270,Hajipur,9623,9358,13591,5885,4944
2019-2020,3,Punjab,34,Jalandhar,281,Lohian,6964,6572,8247,4308,5009
2019-2020,3,Punjab,34,Jalandhar,283,Nurmahal,4419,4184,6279,3305,2570
2019-2020,3,Punjab,34,Jalandhar,279,Jalandhar - West,7775,7143,11488,6980,4138
2019-2020,3,Punjab,34,Jalandhar,286,Shahkot,6342,6086,11906,6373,4436
2019-2020,3,Punjab,34,Jalandhar,280,Jalandhar-East,4763,4763,7217,4494,2860
2019-2020,3,Punjab,34,Jalandhar,278,Bhogpur,6338,6020,9179,4896,3795
2019-2020,3,Punjab,34,Jalandhar,284,Phillaur,6923,6296,9372,5685,3500
2019-2020,3,Punjab,34,Jalandhar,282,Nakodar,7336,6312,11386,6345,4200
2019-2020,3,Punjab,34,Jalandhar,285,Rurka Kalan,3859,3730,4938,2964,1733
2019-2020,3,Punjab,34,Jalandhar,277,Adampur,6908,6547,9693,5434,3802
2019-2020,3,Punjab,34,Jalandhar,6906,Mehatpur,4388,4079,7379,4012,3111
2019-2020,3,Punjab,35,Kapurthala,288,Kapurthala,10681,10278,17057,9762,7817
2019-2020,3,Punjab,35,Kapurthala,289,Nadala,5970,5828,10007,5066,3557
2019-2020,3,Punjab,35,Kapurthala,287,Dhilwan,8464,8192,14045,7942,6893
2019-2020,3,Punjab,35,Kapurthala,290,Phagwara,5439,5269,8747,5154,3460
2019-2020,3,Punjab,35,Kapurthala,291,Sultanpur Lodhi,11226,11084,16853,8761,8971
2019-2020,3,Punjab,36,Ludhiana,294,Jagraon,18852,18515,19541,12099,11051
2019-2020,3,Punjab,36,Ludhiana,302,Sidhwan Bet,9545,9449,9480,5434,5629
2019-2020,3,Punjab,36,Ludhiana,303,Sudhar,9913,9377,10450,6638,5456
2019-2020,3,Punjab,36,Ludhiana,296,Ludhiana-1,12109,11558,9833,6187,6577
2019-2020,3,Punjab,36,Ludhiana,297,Ludhiana-2,14714,14410,14294,9198,7930
2019-2020,3,Punjab,36,Ludhiana,298,Machhiwara,13479,13328,9480,5615,7844
2019-2020,3,Punjab,36,Ludhiana,301,Samrala,7679,7492,9039,5485,4699
2019-2020,3,Punjab,36,Ludhiana,292,Dehlon,7087,7073,6004,4113,3855
2019-2020,3,Punjab,36,Ludhiana,293,Doraha,9637,9436,10310,6289,5289
2019-2020,3,Punjab,36,Ludhiana,299,Pakhowal,7706,7514,8402,4882,4189
2019-2020,3,Punjab,36,Ludhiana,295,Khanna,9219,8961,10379,6713,5322
2019-2020,3,Punjab,36,Ludhiana,300,Raikot,8980,8911,10314,5806,4877
2019-2020,3,Punjab,36,Ludhiana,7085,Maloud,7615,7460,8767,5289,4279
2019-2020,3,Punjab,737,Malerkotla,345,Amargarh,0,0,119,91,0
2019-2020,3,Punjab,37,Mansa,305,Budhlada,23294,23294,46525,21197,15848
2019-2020,3,Punjab,37,Mansa,306,Jhunir,12491,12491,21862,9919,8060
2019-2020,3,Punjab,37,Mansa,307,Mansa,14064,14064,27327,12836,8889
2019-2020,3,Punjab,37,Mansa,308,Sardulgarh,14270,14270,26176,11859,9375
2019-2020,3,Punjab,37,Mansa,304,Bhikhi,10164,10164,20466,9328,6427
2019-2020,3,Punjab,38,Moga,311,Moga-I,15445,14945,21576,12126,9674
2019-2020,3,Punjab,38,Moga,312,Moga-Ii,11546,11377,21693,11745,9054
2019-2020,3,Punjab,38,Moga,309,Baghapurana,20123,19681,38297,19298,13254
2019-2020,3,Punjab,38,Moga,313,Nihal Singh Wala,14544,14050,23515,12640,9982
2019-2020,3,Punjab,38,Moga,310,Kot-Ise-Khan,23211,22345,39409,19573,16338
2019-2020,3,Punjab,39,Sri Muktsar Sahib,317,Muktsar,28208,28104,59261,29480,20799
2019-2020,3,Punjab,39,Sri Muktsar Sahib,316,Malout,24017,22179,46859,22815,16997
2019-2020,3,Punjab,39,Sri Muktsar Sahib,315,Lambi,21200,19535,44215,22179,12976
2019-2020,3,Punjab,39,Sri Muktsar Sahib,314,Gidderbaha,22111,21689,46796,23105,17452
2019-2020,3,Punjab,40,Shahid Bhagat Singh Nagar,318,Aur,7667,7545,11437,5664,3726
2019-2020,3,Punjab,40,Shahid Bhagat Singh Nagar,322,Saroya,7651,7380,13064,6969,4626
2019-2020,3,Punjab,40,Shahid Bhagat Singh Nagar,319,Balachaur,11573,11040,17195,9767,7314
2019-2020,3,Punjab,40,Shahid Bhagat Singh Nagar,320,Banga,7452,7244,11393,7022,5357
2019-2020,3,Punjab,40,Shahid Bhagat Singh Nagar,321,Nawanshahr,7673,7350,11878,7120,4448
2019-2020,3,Punjab,662,Pathankot,262,Narot Jaimal Singh,7097,6573,7851,1948,3056
2019-2020,3,Punjab,662,Pathankot,263,Pathankot,4498,4244,7647,3127,2194
2019-2020,3,Punjab,662,Pathankot,255,Dharkalan,10635,10089,14935,4396,7015
2019-2020,3,Punjab,662,Pathankot,266,Sujanpur,6656,6046,8438,3256,3578
2019-2020,3,Punjab,662,Pathankot,251,Bamial,2854,2731,4343,1453,1779
2019-2020,3,Punjab,662,Pathankot,6779,Gharota,7388,6826,13106,4820,3929
2019-2020,3,Punjab,41,Patiala,325,Ghanaur,10204,9998,14462,8108,7531
2019-2020,3,Punjab,41,Patiala,329,Rajpura,10648,10361,14670,8179,7511
2019-2020,3,Punjab,41,Patiala,323,Bhuner Heri,12825,12349,21274,11184,9508
2019-2020,3,Punjab,41,Patiala,327,Patiala,15191,14740,25098,14124,10558
2019-2020,3,Punjab,41,Patiala,330,Samana,18232,17437,26842,13550,12457
2019-2020,3,Punjab,41,Patiala,326,Nabha,19050,18601,30193,17059,13759
2019-2020,3,Punjab,41,Patiala,331,Sanour,8867,8555,12718,7081,6075
2019-2020,3,Punjab,41,Patiala,328,Patran,15990,15305,27524,14778,12027
2019-2020,3,Punjab,41,Patiala,7337,Shambu Kalan,9384,9135,12659,7045,6416
2019-2020,3,Punjab,42,Rupnagar,332,Anandpur Sahib,13540,12535,20043,9554,6910
2019-2020,3,Punjab,42,Rupnagar,337,Nurpur Bedi,9691,9047,17260,8283,5484
2019-2020,3,Punjab,42,Rupnagar,333,Chamkaur Sahib,4812,4437,8970,4048,1871
2019-2020,3,Punjab,42,Rupnagar,338,Rupnagar,11128,10519,17389,8746,6601
2019-2020,3,Punjab,42,Rupnagar,336,Morinda,4912,4499,9191,4533,2583
2019-2020,3,Punjab,737,Malerkotla,7487,Ahmedgarh,9220,9220,12807,7655,6010
2019-2020,3,Punjab,737,Malerkotla,339,Malerkotla,7440,7282,11764,6609,5021
2019-2020,3,Punjab,43,Sangrur,343,Dhuri,9540,9540,16980,8632,6538
2019-2020,3,Punjab,43,Sangrur,342,Bhawanigarh,11057,10752,16915,9291,7427
2019-2020,3,Punjab,43,Sangrur,347,Sangrur,11293,10773,17130,9404,7628
2019-2020,3,Punjab,43,Sangrur,350,Sunam,11562,11386,21288,11389,8661
2019-2020,3,Punjab,43,Sangrur,344,Lehragaga,11960,11284,16537,8647,6764
2019-2020,3,Punjab,43,Sangrur,349,Sherpur,8690,8486,12674,6752,5452
2019-2020,3,Punjab,43,Sangrur,340,Andana,8654,8442,17346,8770,6399
2019-2020,3,Punjab,43,Sangrur,6736,Dirba,10506,10141,14233,8501,6979
2019-2020,3,Punjab,608,S.A.S Nagar,334,Kharar,12281,11673,15051,8045,6639
2019-2020,3,Punjab,608,S.A.S Nagar,335,Majri,10248,9685,12421,6080,5596
2019-2020,3,Punjab,608,S.A.S Nagar,324,Dera Bassi,10727,10283,14723,7810,6408
2019-2020,3,Punjab,609,Tarn Taran,213,Chohla Sahib-8,11449,9335,14398,6811,4983
2019-2020,3,Punjab,609,Tarn Taran,214,Gandiwind-9,9328,8402,12337,5561,3948
2019-2020,3,Punjab,609,Tarn Taran,217,Khadur-Sahib-10,13528,12370,17133,7733,4286
2019-2020,3,Punjab,609,Tarn Taran,219,Naushehra Pannuan-11,17654,14836,21144,9568,6796
2019-2020,3,Punjab,609,Tarn Taran,222,Tarn Taran-12,21543,19228,40127,18244,8419
2019-2020,3,Punjab,609,Tarn Taran,211,Bhikhi Wind-13,16684,15189,23403,10423,7723
2019-2020,3,Punjab,609,Tarn Taran,220,Patti-14,17139,14146,18477,7873,6896
2019-2020,3,Punjab,609,Tarn Taran,224,Valtoha-15,14661,13567,17810,8165,6460
2019-2020,8,Rajasthan,86,Ajmer,566,Arai,34702,34366,68133,34512,31527
2019-2020,8,Rajasthan,86,Ajmer,567,Bhinay,37364,37206,62131,34060,31964
2019-2020,8,Rajasthan,86,Ajmer,568,Jawaja,54713,53610,108174,61213,34770
2019-2020,8,Rajasthan,86,Ajmer,569,Kekri,51870,51285,96350,49836,40977
2019-2020,8,Rajasthan,86,Ajmer,571,Masuda,47942,47254,116912,60557,34169
2019-2020,8,Rajasthan,86,Ajmer,572,Peesangan,73870,72959,134435,74138,58760
2019-2020,8,Rajasthan,86,Ajmer,570,Silora,51725,51256,105914,55771,42063
2019-2020,8,Rajasthan,86,Ajmer,573,Shreenagar,63118,62390,118548,66474,48414
2019-2020,8,Rajasthan,86,Ajmer,6860,Sarwad,33254,33122,57734,29273,28182
2019-2020,8,Rajasthan,87,Alwar,574,Bansur,27076,26325,33517,16399,8741
2019-2020,8,Rajasthan,87,Alwar,575,Bahrod,7311,6764,9910,5435,3966
2019-2020,8,Rajasthan,87,Alwar,576,Kathumar,41547,40892,73506,35133,22285
2019-2020,8,Rajasthan,87,Alwar,577,Kishangarhbas,23256,23062,37459,18686,12036
2019-2020,8,Rajasthan,87,Alwar,578,Kotakasim,9610,9526,19851,9632,4333
2019-2020,8,Rajasthan,87,Alwar,579,Lakshmangarh,37524,37290,61052,29665,16298
2019-2020,8,Rajasthan,87,Alwar,580,Mundavar,15122,14366,25577,12382,8065
2019-2020,8,Rajasthan,87,Alwar,581,Neemrana,10970,10970,17998,8178,3659
2019-2020,8,Rajasthan,87,Alwar,582,Rajgarh,30539,30445,49753,28019,14547
2019-2020,8,Rajasthan,87,Alwar,583,Ramgarh,27464,27365,51308,25525,12430
2019-2020,8,Rajasthan,87,Alwar,584,Raini,28807,28312,52540,27338,19292
2019-2020,8,Rajasthan,87,Alwar,585,Thanagaji,32918,32894,64258,34041,15955
2019-2020,8,Rajasthan,87,Alwar,586,Tijara,14632,14387,36822,18319,7013
2019-2020,8,Rajasthan,87,Alwar,587,Umarain,36425,36364,46597,24533,12334
2019-2020,8,Rajasthan,88,Banswara,592,Ghatol,71888,70794,153734,78539,59628
2019-2020,8,Rajasthan,88,Banswara,591,Garhi,44953,43981,107535,55004,38324
2019-2020,8,Rajasthan,88,Banswara,590,Banswara,39704,38931,79071,41209,32238
2019-2020,8,Rajasthan,88,Banswara,588,Anandpuri,40816,40208,90052,44776,35136
2019-2020,8,Rajasthan,88,Banswara,589,Bageedaura,27025,26651,63986,32048,22329
2019-2020,8,Rajasthan,88,Banswara,595,Sajjangarh,42886,42282,88601,45361,36331
2019-2020,8,Rajasthan,88,Banswara,593,Kushalgarh,44321,43476,90838,46316,40196
2019-2020,8,Rajasthan,88,Banswara,6606,Choti Sarvan,28335,27689,55412,27815,21629
2019-2020,8,Rajasthan,88,Banswara,6822,Gagartalai,30846,30120,72320,35611,23822
2019-2020,8,Rajasthan,88,Banswara,6827,Arethuna,26891,26677,57503,29278,24199
2019-2020,8,Rajasthan,88,Banswara,6828,Talwaraa,23975,23604,50629,26970,20557
2019-2020,8,Rajasthan,89,Baran,596,Anta,39083,38159,106013,50030,26402
2019-2020,8,Rajasthan,89,Baran,598,Baran,22390,21785,64217,30966,13836
2019-2020,8,Rajasthan,89,Baran,597,Atru,37610,36982,90106,42916,23071
2019-2020,8,Rajasthan,89,Baran,601,Kishanganj,42378,41299,114653,56211,28784
2019-2020,8,Rajasthan,89,Baran,602,Shahbad,30539,29895,73009,35236,20006
2019-2020,8,Rajasthan,89,Baran,599,Chhabara,30105,29390,71665,33944,19257
2019-2020,8,Rajasthan,89,Baran,600,Chhipabaraud,42269,41503,93628,46490,31618
