year,state_code,state_name,district_code,district_name,block_code,block_name,tot_expenditure,tot_mandays
2017-2021,19,West Bengal,321,Purulia,3054,Manbazar-I,5267,98052755
2017-2021,19,West Bengal,321,Purulia,3055,Manbazar-Ii,4046,64884393
2017-2021,19,West Bengal,321,Purulia,3056,Neturia,2902,45035390
2017-2021,19,West Bengal,321,Purulia,3057,Para,3771,59929706
2017-2021,19,West Bengal,321,Purulia,3058,Puncha,6961,150124933
2017-2021,19,West Bengal,321,Purulia,3059,Purulia-I,3648,60413247
2017-2021,19,West Bengal,321,Purulia,3060,Purulia-Ii,3275,43946147
2017-2021,19,West Bengal,321,Purulia,3061,Raghunath Pur-I,3542,50135707
2017-2021,19,West Bengal,321,Purulia,3062,Raghunathpur-Ii,2876,38527342
2017-2021,19,West Bengal,321,Purulia,3063,Santuri,2038,26091833
2017-2021,20,Jharkhand,322,Bokaro,3064,Bermo,171,1558282
2017-2021,20,Jharkhand,322,Bokaro,3065,Chandankiyari,4100,50508560
2017-2021,20,Jharkhand,322,Bokaro,3066,Chas,3977,48396829
2017-2021,20,Jharkhand,322,Bokaro,3067,Gomia,6876,87601969
2017-2021,20,Jharkhand,322,Bokaro,3068,Jaridih,1415,20246298
2017-2021,20,Jharkhand,322,Bokaro,3069,Kasmar,3416,53863044
2017-2021,20,Jharkhand,322,Bokaro,3070,Nawadih,5796,81082229
2017-2021,20,Jharkhand,322,Bokaro,3071,Peterwar,3909,52208175
2017-2021,20,Jharkhand,323,Chatra,3072,Chatra,4013,52877059
2017-2021,20,Jharkhand,323,Chatra,3073,Giddhor,1856,33433374
2017-2021,20,Jharkhand,323,Chatra,3074,Hunterganj,5240,74171886
2017-2021,20,Jharkhand,323,Chatra,3075,Itkhori,1324,13976903
2017-2021,20,Jharkhand,323,Chatra,3076,Kunda,1157,13601531
2017-2021,20,Jharkhand,323,Chatra,3077,Lawalong,2173,30703959
2017-2021,20,Jharkhand,323,Chatra,3078,Pathalgada,1705,23288142
2017-2021,20,Jharkhand,323,Chatra,3079,Pratappur,4935,81587213
2017-2021,20,Jharkhand,323,Chatra,3080,Simaria,3818,47034769
2017-2021,20,Jharkhand,323,Chatra,3081,Tandwa,3664,38698522
2017-2021,20,Jharkhand,324,Deoghar,3082,Deoghar,2231,31426267
2017-2021,20,Jharkhand,324,Deoghar,3083,Devipur,6644,78616034
2017-2021,20,Jharkhand,324,Deoghar,3084,Karown,2650,43663449
2017-2021,20,Jharkhand,324,Deoghar,3085,Madhupur,4955,56886661
2017-2021,20,Jharkhand,324,Deoghar,3086,Mohanpur,6799,90648569
2017-2021,20,Jharkhand,324,Deoghar,3087,Palojori,6273,81503442
2017-2021,20,Jharkhand,324,Deoghar,3088,Sarath,4218,59043582
2017-2021,20,Jharkhand,324,Deoghar,3089,Sarwan,3503,48230664
2017-2021,20,Jharkhand,325,Dhanbad,3090,Baghmara,2912,26957334
2017-2021,20,Jharkhand,325,Dhanbad,3091,Baliapur,1592,18458944
2017-2021,20,Jharkhand,325,Dhanbad,3092,Dhanbad,405,2162557
2017-2021,20,Jharkhand,325,Dhanbad,3093,Govindpur,9591,138640694
2017-2021,20,Jharkhand,325,Dhanbad,3095,Nirsa,2622,29648869
2017-2021,20,Jharkhand,325,Dhanbad,3096,Topchanchi,2384,26691657
2017-2021,20,Jharkhand,325,Dhanbad,3097,Tundi,3156,40076832
2017-2021,20,Jharkhand,326,Dumka,3098,Dumka,2938,38259825
2017-2021,20,Jharkhand,326,Dumka,3099,Gopikander,935,10877434
2017-2021,20,Jharkhand,326,Dumka,3100,Jama,4310,53564489
2017-2021,20,Jharkhand,326,Dumka,3101,Jarmundi,4601,63901944
2017-2021,20,Jharkhand,326,Dumka,3102,Kathikund,1665,34726067
2017-2021,20,Jharkhand,326,Dumka,3103,Masaliya,4561,63270874
2017-2021,20,Jharkhand,326,Dumka,3104,Ramgarh,7243,100424286
2017-2021,20,Jharkhand,326,Dumka,3105,Ranishwar,5596,74414605
2017-2021,20,Jharkhand,326,Dumka,3106,Saraiyahat,6317,78831288
2017-2021,20,Jharkhand,326,Dumka,3107,Sikaripara,3519,38687348
2017-2021,20,Jharkhand,327,East Singhbum,3108,Bahragora,3040,42815053
2017-2021,20,Jharkhand,327,East Singhbum,3109,Chakulia,2982,34954573
2017-2021,20,Jharkhand,327,East Singhbum,3110,Dhalbhumgarh,2428,20257411
2017-2021,20,Jharkhand,327,East Singhbum,3111,Dumaria,1490,20775958
2017-2021,20,Jharkhand,327,East Singhbum,3112,Ghatshila,2072,21836949
2017-2021,20,Jharkhand,327,East Singhbum,3113,Golmuri Cum Jugsalai,1576,17292861
2017-2021,20,Jharkhand,327,East Singhbum,3114,Musabani,1144,9266168
2017-2021,20,Jharkhand,327,East Singhbum,3115,Patamda,1969,20871334
2017-2021,20,Jharkhand,327,East Singhbum,3116,Potka,2983,30199732
2017-2021,20,Jharkhand,328,Garhwa,3117,Bhandaria,940,9520746
2017-2021,20,Jharkhand,328,Garhwa,3118,Bhawnathpur,1530,20525245
2017-2021,20,Jharkhand,328,Garhwa,3119,Chinia,2991,31322621
2017-2021,20,Jharkhand,328,Garhwa,3120,Dandai,2427,18109301
2017-2021,20,Jharkhand,328,Garhwa,3121,Dhurki,4075,44206860
2017-2021,20,Jharkhand,328,Garhwa,3122,Garhwa,7651,98644684
2017-2021,20,Jharkhand,328,Garhwa,3123,Kandi,2646,35940738
2017-2021,20,Jharkhand,328,Garhwa,3124,Kharaundhi,2354,21315778
2017-2021,20,Jharkhand,328,Garhwa,3125,Manjhiaon,1644,21401047
2017-2021,20,Jharkhand,328,Garhwa,3126,Meral,6564,52910461
2017-2021,20,Jharkhand,328,Garhwa,3127,Nagar Untari,2461,36108967
2017-2021,20,Jharkhand,328,Garhwa,3128,Ramkanda,2440,28997043
2017-2021,20,Jharkhand,328,Garhwa,3129,Ramna,2502,32676559
2017-2021,20,Jharkhand,328,Garhwa,3130,Ranka,6834,51892178
2017-2021,20,Jharkhand,329,Giridih,3131,Bagodar,1976,28464275
2017-2021,20,Jharkhand,329,Giridih,3132,Bengabad,7206,85380353
2017-2021,20,Jharkhand,329,Giridih,3133,Birni,4712,66546324
2017-2021,20,Jharkhand,329,Giridih,3134,Deori,5156,58287769
2017-2021,20,Jharkhand,329,Giridih,3135,Dhanwar,3647,38124466
2017-2021,20,Jharkhand,329,Giridih,3136,Dumri,5147,66365618
2017-2021,20,Jharkhand,329,Giridih,3137,Gandey,9079,106729860
2017-2021,20,Jharkhand,329,Giridih,3138,Gawan,4694,92691902
2017-2021,20,Jharkhand,329,Giridih,3139,Giridih,9728,71575343
2017-2021,20,Jharkhand,329,Giridih,3140,Jamua,6913,82927453
2017-2021,20,Jharkhand,329,Giridih,3141,Pirtand,3763,43131718
2017-2021,20,Jharkhand,329,Giridih,3142,Tisri,4335,56739956
2017-2021,20,Jharkhand,330,Godda,3143,Boarijore,7092,67015902
2017-2021,20,Jharkhand,330,Godda,3144,Godda,3540,35223903
2017-2021,20,Jharkhand,330,Godda,3145,Mahagama,3819,34146461
2017-2021,20,Jharkhand,330,Godda,3146,Meharma,5083,35974519
2017-2021,20,Jharkhand,330,Godda,3147,Pathergama,2074,26066795
2017-2021,20,Jharkhand,330,Godda,3148,Poraiyahat,4534,52580932
2017-2021,20,Jharkhand,330,Godda,3149,Sunderpahari,3011,31430771
2017-2021,20,Jharkhand,330,Godda,3150,Thakurgangti,4371,32084248
2017-2021,20,Jharkhand,331,Gumla,3151,Basia,1624,23456197
2017-2021,20,Jharkhand,331,Gumla,3152,Bharno,2507,25342022
2017-2021,20,Jharkhand,331,Gumla,3153,Bishunpur,2213,32780298
2017-2021,20,Jharkhand,331,Gumla,3154,Chainpur,3125,26159550
2017-2021,20,Jharkhand,331,Gumla,3155,Dumri,1163,12821563
2017-2021,20,Jharkhand,331,Gumla,3156,Ghaghra,2767,22484477
2017-2021,20,Jharkhand,331,Gumla,3157,Gumla,2706,43845243
2017-2021,20,Jharkhand,331,Gumla,3158,Kamdara,1961,30150823
2017-2021,20,Jharkhand,331,Gumla,3159,Palkot,3524,32985861
2017-2021,20,Jharkhand,331,Gumla,3160,Raidih,2188,28616183
2017-2021,20,Jharkhand,331,Gumla,3161,Sisai,2150,27812087
2017-2021,20,Jharkhand,332,Hazaribagh,3162,Barhi,1008,9073391
2017-2021,20,Jharkhand,332,Hazaribagh,3163,Barkagaon,3933,43610266
2017-2021,20,Jharkhand,332,Hazaribagh,3164,Barkatha,1633,15537967
2017-2021,20,Jharkhand,332,Hazaribagh,3165,Bishnugarh,3908,43638544
2017-2021,20,Jharkhand,332,Hazaribagh,3166,Chouparan,1686,19778019
2017-2021,20,Jharkhand,332,Hazaribagh,3167,Churchu,920,9376887
2017-2021,20,Jharkhand,607,Ramgarh,3168,Gola,4461,50502247
2017-2021,20,Jharkhand,332,Hazaribagh,3169,Ichak,4080,47897815
2017-2021,20,Jharkhand,332,Hazaribagh,3170,Katkamsandi,1467,17563378
2017-2021,20,Jharkhand,332,Hazaribagh,3171,Keredari,4986,57238827
2017-2021,20,Jharkhand,607,Ramgarh,3172,Mandu,5245,70097455
2017-2021,20,Jharkhand,332,Hazaribagh,3173,Padma,970,13951357
2017-2021,20,Jharkhand,607,Ramgarh,3174,Patratu,2862,32442425
2017-2021,20,Jharkhand,607,Ramgarh,3175,Ramgarh,675,9565946
2017-2021,20,Jharkhand,332,Hazaribagh,3176,Sadar,1523,20241150
2017-2021,20,Jharkhand,333,Jamtara,3177,Jamtara,3396,48868752
2017-2021,20,Jharkhand,333,Jamtara,3178,Kundhit,6113,77618439
2017-2021,20,Jharkhand,333,Jamtara,3179,Nala,7258,80709990
2017-2021,20,Jharkhand,333,Jamtara,3180,Narayanpur,6915,73099252
2017-2021,20,Jharkhand,334,Koderma,3181,Chandwara,2401,32865795
2017-2021,20,Jharkhand,334,Koderma,3182,Jainagar,2394,33138355
2017-2021,20,Jharkhand,334,Koderma,3183,Koderma,1639,21601871
2017-2021,20,Jharkhand,334,Koderma,3184,Markacho,4960,74448928
2017-2021,20,Jharkhand,334,Koderma,3185,Satgawan,4213,48238015
2017-2021,20,Jharkhand,335,Latehar,3186,Balumath,6023,54679051
2017-2021,20,Jharkhand,335,Latehar,3187,Barwadih,1960,24102257
2017-2021,20,Jharkhand,335,Latehar,3188,Chandwa,3094,38932097
2017-2021,20,Jharkhand,335,Latehar,3189,Garu,1964,24024634
2017-2021,20,Jharkhand,335,Latehar,3190,Latehar,3892,40406847
2017-2021,20,Jharkhand,335,Latehar,3191,Mahuadanr,1423,15235962
2017-2021,20,Jharkhand,335,Latehar,3192,Manika,6858,67119494
2017-2021,20,Jharkhand,336,Lohardaga,3193,Bhandra,1296,23325734
2017-2021,20,Jharkhand,336,Lohardaga,3194,Kisko,1437,26386849
2017-2021,20,Jharkhand,336,Lohardaga,3195,Kuru,2006,30384619
2017-2021,20,Jharkhand,336,Lohardaga,3196,Lohardaga,1615,24093928
2017-2021,20,Jharkhand,336,Lohardaga,3197,Senha,2241,32783883
2017-2021,20,Jharkhand,337,Pakur,3198,Amrapara,1255,20901596
2017-2021,20,Jharkhand,337,Pakur,3199,Hiranpur,2071,20796137
2017-2021,20,Jharkhand,337,Pakur,3200,Littipara,2659,32731001
2017-2021,20,Jharkhand,337,Pakur,3201,Maheshpur,5799,71788450
2017-2021,20,Jharkhand,337,Pakur,3202,Pakur,3813,51508857
2017-2021,20,Jharkhand,337,Pakur,3203,Pakuria,4301,57449939
2017-2021,20,Jharkhand,338,Palamu,3204,Bishrampur,1262,17734830
2017-2021,20,Jharkhand,338,Palamu,3205,Chainpur,2575,37280368
2017-2021,20,Jharkhand,338,Palamu,3206,Chhatarpur,2026,26732907
2017-2021,20,Jharkhand,338,Palamu,3207,Medininagar,714,12363228
2017-2021,20,Jharkhand,338,Palamu,3208,Haidernagar,1116,10784053
2017-2021,20,Jharkhand,338,Palamu,3209,Hariharganj,1532,16103265
2017-2021,20,Jharkhand,338,Palamu,3210,Hussainabad,4972,86483457
2017-2021,20,Jharkhand,338,Palamu,3211,Nilambar-Pitambarpur,2519,26650716
2017-2021,20,Jharkhand,338,Palamu,3212,Manatu,1265,18426353
2017-2021,20,Jharkhand,338,Palamu,3213,Pandu,2613,34820459
2017-2021,20,Jharkhand,338,Palamu,3214,Panki,3246,48119259
2017-2021,20,Jharkhand,338,Palamu,3215,Patan,5443,66326833
2017-2021,20,Jharkhand,338,Palamu,3216,Satbarwa,808,11676350
2017-2021,20,Jharkhand,339,Ranchi,3217,Angara,2164,24684126
2017-2021,20,Jharkhand,606,Khunti,3218,Arki,2360,27798588
2017-2021,20,Jharkhand,339,Ranchi,3219,Bero,2813,48819065
2017-2021,20,Jharkhand,339,Ranchi,3220,Bundu,1215,18302268
2017-2021,20,Jharkhand,339,Ranchi,3221,Burmu,2335,29565986
2017-2021,20,Jharkhand,339,Ranchi,3222,Chanho,3044,40602809
2017-2021,20,Jharkhand,339,Ranchi,3223,Kanke,2013,22797256
2017-2021,20,Jharkhand,606,Khunti,3224,Karra,2575,36759236
2017-2021,20,Jharkhand,606,Khunti,3225,Khunti,2080,23500282
2017-2021,20,Jharkhand,339,Ranchi,3226,Lapung,2208,25233269
2017-2021,20,Jharkhand,339,Ranchi,3227,Mandar,7179,77006350
2017-2021,20,Jharkhand,606,Khunti,3228,Murhu,3192,41930530
2017-2021,20,Jharkhand,339,Ranchi,3229,Namkum,1411,18267345
2017-2021,20,Jharkhand,339,Ranchi,3230,Ormanjhi,2612,27926516
2017-2021,20,Jharkhand,606,Khunti,3231,Rania,1502,21966604
2017-2021,20,Jharkhand,339,Ranchi,3232,Ratu,1261,19693013
2017-2021,20,Jharkhand,339,Ranchi,3233,Silli,2745,33448329
2017-2021,20,Jharkhand,339,Ranchi,3234,Sonahatu,2212,20096753
2017-2021,20,Jharkhand,339,Ranchi,3235,Tamar,2158,23089920
2017-2021,20,Jharkhand,606,Khunti,3236,Torpa,3014,33470548
2017-2021,20,Jharkhand,340,Sahebganj,3237,Barhait,2530,22538003
2017-2021,20,Jharkhand,340,Sahebganj,3238,Barharwa,4095,38858719
2017-2021,20,Jharkhand,340,Sahebganj,3239,Borio,3217,38449048
2017-2021,20,Jharkhand,340,Sahebganj,3240,Mandro,2607,27856890
2017-2021,20,Jharkhand,340,Sahebganj,3241,Pathna,1883,29251714
2017-2021,20,Jharkhand,340,Sahebganj,3242,Rajmahal,1891,22133087
2017-2021,20,Jharkhand,340,Sahebganj,3243,Sahibganj,816,13776576
2017-2021,20,Jharkhand,340,Sahebganj,3244,Taljhari,4191,43824746
2017-2021,20,Jharkhand,340,Sahebganj,3245,Udhwa,3632,38285797
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3246,Chandil,1850,26180967
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3247,Gamarhia,2219,26517985
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3248,Ichagarh,3143,34122658
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3249,Kharsawan,3247,45771138
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3250,Kuchai,3028,45218921
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3251,Nimdeeh,2632,27358012
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3252,Rajnagar,2819,46804888
2017-2021,20,Jharkhand,341,Saraikela Kharsawan,3253,Seraikella,2039,31226692
2017-2021,20,Jharkhand,342,Simdega,3254,Bano,4452,53749002
2017-2021,20,Jharkhand,342,Simdega,3255,Bolba,1436,21322823
2017-2021,20,Jharkhand,342,Simdega,3256,Jaldega,2876,38281348
2017-2021,20,Jharkhand,342,Simdega,3257,Kolebira,2762,30976365
2017-2021,20,Jharkhand,342,Simdega,3258,Kurdeg,3984,49349454
2017-2021,20,Jharkhand,342,Simdega,3259,Simdega,2350,33600850
2017-2021,20,Jharkhand,342,Simdega,3260,Thethaitangar,2768,37484160
2017-2021,20,Jharkhand,343,West Singhbhum,3261,Bandgaon,1606,24068699
2017-2021,20,Jharkhand,343,West Singhbhum,3262,Chaibasa,1163,13856059
2017-2021,20,Jharkhand,343,West Singhbhum,3263,Chakardharpur,1815,22434487
2017-2021,20,Jharkhand,343,West Singhbhum,3264,Goelkera,2635,23996349
2017-2021,20,Jharkhand,343,West Singhbhum,3265,Jagannathpur,1751,14368633
2017-2021,20,Jharkhand,343,West Singhbhum,3266,Jhinkpani,696,8773279
2017-2021,20,Jharkhand,343,West Singhbhum,3267,Khutpani,486,5194375
2017-2021,20,Jharkhand,343,West Singhbhum,3268,Kumardungi,1451,22657436
2017-2021,20,Jharkhand,343,West Singhbhum,3269,Manjhari,887,9752655
2017-2021,20,Jharkhand,343,West Singhbhum,3270,Manjhgaon,2410,29641546
2017-2021,20,Jharkhand,343,West Singhbhum,3271,Manoharpur,2364,34267776
2017-2021,20,Jharkhand,343,West Singhbhum,3272,Noamundi,1299,20002536
2017-2021,20,Jharkhand,343,West Singhbhum,3273,Sonua,2424,21485505
2017-2021,20,Jharkhand,343,West Singhbhum,3274,Tantnagar,738,7749606
2017-2021,20,Jharkhand,343,West Singhbhum,3275,Tonto,536,6535279
2017-2021,21,Odisha,344,Anugul,3276,Anugul,3136,39828914
2017-2021,21,Odisha,344,Anugul,3277,Athmallik,4277,53953323
2017-2021,21,Odisha,344,Anugul,3278,Banarpal,1931,19214443
2017-2021,21,Odisha,344,Anugul,3279,Chhendipada,4362,52843666
2017-2021,21,Odisha,344,Anugul,3280,Kaniha,2149,17435756
2017-2021,21,Odisha,344,Anugul,3281,Kishorenagar,3897,46311853
2017-2021,21,Odisha,344,Anugul,3282,Palalahada,5770,48837094
2017-2021,21,Odisha,344,Anugul,3283,Talacher,740,5036119
2017-2021,21,Odisha,345,Balangir,3284,Agalpur,3515,43758135
2017-2021,21,Odisha,345,Balangir,3285,Balangir,3626,44983982
2017-2021,21,Odisha,345,Balangir,3286,Bangomunda,10671,106102642
2017-2021,21,Odisha,345,Balangir,3287,Belpara,6219,39916544
2017-2021,21,Odisha,345,Balangir,3288,Deogaon,3709,47395471
2017-2021,21,Odisha,345,Balangir,3289,Gudvella,2921,31299157
2017-2021,21,Odisha,345,Balangir,3290,Khaprakhol,8357,68652564
2017-2021,21,Odisha,345,Balangir,3291,Loisinga,4264,47836980
2017-2021,21,Odisha,345,Balangir,3292,Muribahal,6920,60834210
2017-2021,21,Odisha,345,Balangir,3293,Patnagarh,4321,59094610
2017-2021,21,Odisha,345,Balangir,3294,Puintala,2801,40565323
2017-2021,21,Odisha,345,Balangir,3295,Saintala,5605,72403530
2017-2021,21,Odisha,345,Balangir,3296,Titlagarh,6132,47172564
2017-2021,21,Odisha,345,Balangir,3297,Turekela,4243,43949985
2017-2021,21,Odisha,346,Baleshwar,3298,Bahanaga,1603,14994758
2017-2021,21,Odisha,346,Baleshwar,3299,Baleshwar,2256,28681183
2017-2021,21,Odisha,346,Baleshwar,3300,Baliapal,3066,36224891
2017-2021,21,Odisha,346,Baleshwar,3301,Basta,2796,35048405
2017-2021,21,Odisha,346,Baleshwar,3302,Bhograi,3516,41872094
2017-2021,21,Odisha,346,Baleshwar,3303,Jaleswar,3047,38079616
2017-2021,21,Odisha,346,Baleshwar,3304,Khaira,2273,31742802
2017-2021,21,Odisha,346,Baleshwar,3305,Nilgiri,2978,32174744
2017-2021,21,Odisha,346,Baleshwar,3306,Oupada,1357,21197069
2017-2021,21,Odisha,346,Baleshwar,3307,Remuna,1694,20401190
2017-2021,21,Odisha,346,Baleshwar,3308,Simulia,1936,24651658
2017-2021,21,Odisha,346,Baleshwar,3309,Soro,1649,23081261
2017-2021,21,Odisha,347,Bargarh,3310,Ambabhona,2152,25241544
2017-2021,21,Odisha,347,Bargarh,3311,Attabira,1709,24684604
2017-2021,21,Odisha,347,Bargarh,3312,Bargarh,2394,23751976
2017-2021,21,Odisha,347,Bargarh,3313,Barpali,1439,17338995
2017-2021,21,Odisha,347,Bargarh,3314,Bhatli,2128,30827445
2017-2021,21,Odisha,347,Bargarh,3315,Bheden,1765,23330435
2017-2021,21,Odisha,347,Bargarh,3316,Bijepur,2478,28074342
2017-2021,21,Odisha,347,Bargarh,3317,Gaisilet,5519,34822659
2017-2021,21,Odisha,347,Bargarh,3318,Jharbandh,4224,22633012
2017-2021,21,Odisha,347,Bargarh,3319,Padampur,4525,39484205
2017-2021,21,Odisha,347,Bargarh,3320,Paikmal,4575,30431419
2017-2021,21,Odisha,347,Bargarh,3321,Sohella,2952,30899744
2017-2021,21,Odisha,348,Bhadrak,3322,Basudevpur,3015,46066006
2017-2021,21,Odisha,348,Bhadrak,3323,Bhadrak,3076,34611766
2017-2021,21,Odisha,348,Bhadrak,3324,Bhandaripokhari,2085,25071718
2017-2021,21,Odisha,348,Bhadrak,3325,Bonth,1811,24358646
2017-2021,21,Odisha,348,Bhadrak,3326,Chandabali,3032,31105611
2017-2021,21,Odisha,348,Bhadrak,3327,Dhamanagar,2611,33630370
2017-2021,21,Odisha,348,Bhadrak,3328,Tihidi,3270,50709387
2017-2021,21,Odisha,349,Boudh,3329,Boudh,4820,85220817
2017-2021,21,Odisha,349,Boudh,3330,Harabhanga,5125,93914423
2017-2021,21,Odisha,349,Boudh,3331,Kantamal,6702,120507005
2017-2021,21,Odisha,350,Cuttack,3332,Athagad,1932,16519052
2017-2021,21,Odisha,350,Cuttack,3333,Badamba,3279,33746347
2017-2021,21,Odisha,350,Cuttack,3334,Banki,1293,17106554
2017-2021,21,Odisha,350,Cuttack,3335,Banki- Dampara,1722,15572251
2017-2021,21,Odisha,350,Cuttack,3336,Baranga,610,5907892
2017-2021,21,Odisha,350,Cuttack,3337,Cuttacksadar,472,3804566
2017-2021,21,Odisha,350,Cuttack,3338,Kantapada,616,5568470
2017-2021,21,Odisha,350,Cuttack,3339,Mahanga,1976,24099489
2017-2021,21,Odisha,350,Cuttack,3340,Narasinghpur,4867,61859942
2017-2021,21,Odisha,350,Cuttack,3341,Niali,1492,13488819
2017-2021,21,Odisha,350,Cuttack,3342,Nischintakoili,2396,24716967
2017-2021,21,Odisha,350,Cuttack,3343,Salepur,1336,14657383
2017-2021,21,Odisha,350,Cuttack,3344,Tangi Choudwar,1002,14345320
2017-2021,21,Odisha,350,Cuttack,3345,Tigiria,1024,11838707
2017-2021,21,Odisha,351,Deogarh,3346,Barkote,5960,67735294
2017-2021,21,Odisha,351,Deogarh,3347,Reamal,6229,76458121
2017-2021,21,Odisha,351,Deogarh,3348,Tileibani,4415,48514458
2017-2021,21,Odisha,352,Dhenkanal,3349,Bhuban,3601,36647743
2017-2021,21,Odisha,352,Dhenkanal,3350,Dhenkanal Sadar,6507,49750302
2017-2021,21,Odisha,352,Dhenkanal,3351,Gondia,5927,69996009
2017-2021,21,Odisha,352,Dhenkanal,3352,Hindol,7449,62511819
2017-2021,21,Odisha,352,Dhenkanal,3353,Kamakhyanagar,4703,46027275
2017-2021,21,Odisha,352,Dhenkanal,3354,Kankada Had,5896,58413623
2017-2021,21,Odisha,352,Dhenkanal,3355,Odapada,4090,32846865
2017-2021,21,Odisha,352,Dhenkanal,3356,Parajang,5154,50113963
2017-2021,21,Odisha,353,Gajapati,3357,Gosani,1659,14095185
2017-2021,21,Odisha,353,Gajapati,3358,Gumma,5574,57176766
2017-2021,21,Odisha,353,Gajapati,3359,Kasinagar,2822,28173573
2017-2021,21,Odisha,353,Gajapati,3360,Mohona,6545,68669202
2017-2021,21,Odisha,353,Gajapati,3361,Nuagada,5775,69788808
2017-2021,21,Odisha,353,Gajapati,3362,R.Udayagiri,5886,61364299
2017-2021,21,Odisha,353,Gajapati,3363,Rayagada,4397,46933483
2017-2021,21,Odisha,354,Ganjam,3364,Aska,6032,76260552
2017-2021,21,Odisha,354,Ganjam,3365,Beguniapada,4806,54937198
2017-2021,21,Odisha,354,Ganjam,3366,Bellaguntha,5308,70269170
2017-2021,21,Odisha,354,Ganjam,3367,Bhanjanagar,5219,74361992
2017-2021,21,Odisha,354,Ganjam,3368,Buguda,4375,57975009
2017-2021,21,Odisha,354,Ganjam,3369,Chatrapur,4882,62894589
2017-2021,21,Odisha,354,Ganjam,3370,Chikiti,5319,57316044
2017-2021,21,Odisha,354,Ganjam,3371,Dharakote,5564,78078537
2017-2021,21,Odisha,354,Ganjam,3372,Digapahandi,5497,67415865
2017-2021,21,Odisha,354,Ganjam,3373,Ganjam,3970,44584701
2017-2021,21,Odisha,354,Ganjam,3374,Hinjilicut,5360,66550874
2017-2021,21,Odisha,354,Ganjam,3375,Jagannathprasad,7975,92971969
2017-2021,21,Odisha,354,Ganjam,3376,Kabisuryanagar,5044,60604097
2017-2021,21,Odisha,354,Ganjam,3377,Khallikote,6692,76405872
2017-2021,21,Odisha,354,Ganjam,3378,Kukudakhandi,4143,41936258
2017-2021,21,Odisha,354,Ganjam,3379,Patrapur,6634,77057881
2017-2021,21,Odisha,354,Ganjam,3380,Polosara,6206,80094126
2017-2021,21,Odisha,354,Ganjam,3381,Purushottampur,4590,57631614
2017-2021,21,Odisha,354,Ganjam,3382,Rangeilunda,5650,56598897
2017-2021,21,Odisha,354,Ganjam,3383,Sanakhemundi,6933,63922374
2017-2021,21,Odisha,354,Ganjam,3384,Sheragada,5113,65795176
2017-2021,21,Odisha,354,Ganjam,3385,Surada,7340,87720303
2017-2021,21,Odisha,355,Jagatsinghapur,3386,Balikuda,1465,20935771
2017-2021,21,Odisha,355,Jagatsinghapur,3387,Biridi,1086,15566665
2017-2021,21,Odisha,355,Jagatsinghapur,3388,Erasama,2668,45056844
2017-2021,21,Odisha,355,Jagatsinghapur,3389,Jagatsinghpur,1364,23382333
2017-2021,21,Odisha,355,Jagatsinghapur,3390,Kujang,1506,15321023
2017-2021,21,Odisha,355,Jagatsinghapur,3391,Naugaon,471,4494192
2017-2021,21,Odisha,355,Jagatsinghapur,3392,Raghunathpur,768,11253067
2017-2021,21,Odisha,355,Jagatsinghapur,3393,Tirtol,1385,25472063
2017-2021,21,Odisha,356,Jajapur,3394,Badchana,2576,27602050
2017-2021,21,Odisha,356,Jajapur,3395,Bari,2568,31087989
2017-2021,21,Odisha,356,Jajapur,3396,Binjharpur,4002,61398472
2017-2021,21,Odisha,356,Jajapur,3397,Dharmasala,2506,34498704
2017-2021,21,Odisha,356,Jajapur,3398,Danagadi,1472,23703321
2017-2021,21,Odisha,356,Jajapur,3399,Dasarathapur,5050,73971667
2017-2021,21,Odisha,356,Jajapur,3400,Jajpur,2759,31210304
2017-2021,21,Odisha,356,Jajapur,3401,Korei,3264,55181251
2017-2021,21,Odisha,356,Jajapur,3402,Rasulpur,1868,24635288
2017-2021,21,Odisha,356,Jajapur,3403,Sukinda,2088,28378118
2017-2021,21,Odisha,357,Jharsuguda,3404,Jharsuguda,2083,16481829
2017-2021,21,Odisha,357,Jharsuguda,3405,Kirmira,2565,14174465
2017-2021,21,Odisha,357,Jharsuguda,3406,Kolabira,2663,26479752
2017-2021,21,Odisha,357,Jharsuguda,3407,Laikera,2504,25864896
2017-2021,21,Odisha,357,Jharsuguda,3408,Lakhanpur,3877,41606279
2017-2021,21,Odisha,358,Kalahandi,3409,Bhawanipatna,7835,58135982
2017-2021,21,Odisha,358,Kalahandi,3410,Dharamagarh,3255,38859548
2017-2021,21,Odisha,358,Kalahandi,3411,Golamunda,6960,52632551
2017-2021,21,Odisha,358,Kalahandi,3412,Jayapatna,4687,38849388
2017-2021,21,Odisha,358,Kalahandi,3413,Junagarh,3720,49335676
2017-2021,21,Odisha,358,Kalahandi,3414,Kalampur,1258,15918173
2017-2021,21,Odisha,358,Kalahandi,3415,Karlamunda,1709,20773212
2017-2021,21,Odisha,358,Kalahandi,3416,Kesinga,3156,36055600
