year,state_code,state_name,district_code,district_name,block_code,block_name,tot_expenditure,tot_mandays
2017-2021,6,Haryana,71,Panipat,533,Madlauda,1414,14690981
2017-2021,6,Haryana,71,Panipat,534,Panipat,467,5992285
2017-2021,6,Haryana,71,Panipat,535,Samalkha,758,5555217
2017-2021,6,Haryana,72,Rewari,536,Bawal,199,1084179
2017-2021,6,Haryana,72,Rewari,537,Jatusana,145,1050377
2017-2021,6,Haryana,72,Rewari,538,Khol At Rewari,82,714713
2017-2021,6,Haryana,72,Rewari,539,Nahar,331,2564359
2017-2021,6,Haryana,72,Rewari,540,Rewari,58,237275
2017-2021,6,Haryana,73,Rohtak,541,Kalanaur,1315,14564928
2017-2021,6,Haryana,73,Rohtak,542,Lakhan Majra,597,7697919
2017-2021,6,Haryana,73,Rohtak,543,Maham,944,12709301
2017-2021,6,Haryana,73,Rohtak,544,Rohtak,1812,20597922
2017-2021,6,Haryana,73,Rohtak,545,Sampla,901,8571105
2017-2021,6,Haryana,74,Sirsa,546,Baragudha,1377,23077013
2017-2021,6,Haryana,74,Sirsa,547,Dabwali,1575,27411820
2017-2021,6,Haryana,74,Sirsa,548,Ellenabad,1323,21096604
2017-2021,6,Haryana,74,Sirsa,549,Nathusari Chopta,1662,32094987
2017-2021,6,Haryana,74,Sirsa,550,Odhan,1163,23010673
2017-2021,6,Haryana,74,Sirsa,551,Rania,1429,24670474
2017-2021,6,Haryana,74,Sirsa,552,Sirsa,1194,22133810
2017-2021,6,Haryana,75,Sonipat,553,Ganaur,521,6241345
2017-2021,6,Haryana,75,Sonipat,554,Gohana,322,3928773
2017-2021,6,Haryana,75,Sonipat,555,Kathura,415,5725888
2017-2021,6,Haryana,75,Sonipat,556,Kharkhoda,495,5129338
2017-2021,6,Haryana,75,Sonipat,557,Mundlana,789,9736842
2017-2021,6,Haryana,75,Sonipat,558,Rai,185,742270
2017-2021,6,Haryana,75,Sonipat,559,Sonipat,270,2153486
2017-2021,6,Haryana,76,Yamunanagar,560,Bilaspur,919,16258965
2017-2021,6,Haryana,76,Yamunanagar,561,Chhachhrauli,739,11092568
2017-2021,6,Haryana,76,Yamunanagar,562,Jagadhri,771,10341455
2017-2021,6,Haryana,76,Yamunanagar,563,Saraswati Nagar,753,10154063
2017-2021,6,Haryana,76,Yamunanagar,564,Radaur,539,6679518
2017-2021,6,Haryana,76,Yamunanagar,565,Sadaura (Part),945,13045875
2017-2021,8,Rajasthan,86,Ajmer,566,Arai,7245,144379278
2017-2021,8,Rajasthan,86,Ajmer,567,Bhinay,8408,144642815
2017-2021,8,Rajasthan,86,Ajmer,568,Jawaja,8563,156910518
2017-2021,8,Rajasthan,86,Ajmer,569,Kekri,7290,149461721
2017-2021,8,Rajasthan,86,Ajmer,570,Silora,21820,402951696
2017-2021,8,Rajasthan,86,Ajmer,571,Masuda,9039,133239089
2017-2021,8,Rajasthan,86,Ajmer,572,Peesangan,12077,198181795
2017-2021,8,Rajasthan,86,Ajmer,573,Shreenagar,12988,256782287
2017-2021,8,Rajasthan,87,Alwar,574,Bansur,3809,60584858
2017-2021,8,Rajasthan,87,Alwar,575,Bahrod,1322,18719480
2017-2021,8,Rajasthan,87,Alwar,576,Kathumar,3934,62892564
2017-2021,8,Rajasthan,87,Alwar,577,Kishangarhbas,3010,58786053
2017-2021,8,Rajasthan,87,Alwar,578,Kotakasim,1611,27882614
2017-2021,8,Rajasthan,87,Alwar,579,Lakshmangarh,1509,26868743
2017-2021,8,Rajasthan,87,Alwar,580,Mundavar,2506,45799049
2017-2021,8,Rajasthan,87,Alwar,581,Neemrana,1201,21374174
2017-2021,8,Rajasthan,87,Alwar,582,Rajgarh,4738,57685541
2017-2021,8,Rajasthan,87,Alwar,583,Ramgarh,2497,29117679
2017-2021,8,Rajasthan,87,Alwar,584,Raini,4808,68162205
2017-2021,8,Rajasthan,87,Alwar,585,Thanagaji,4056,63005772
2017-2021,8,Rajasthan,87,Alwar,586,Tijara,2863,49771906
2017-2021,8,Rajasthan,87,Alwar,587,Umarain,1232,15539002
2017-2021,8,Rajasthan,88,Banswara,588,Anandpuri,15459,248346318
2017-2021,8,Rajasthan,88,Banswara,589,Bageedaura,7748,116350582
2017-2021,8,Rajasthan,88,Banswara,590,Banswara,12721,182599794
2017-2021,8,Rajasthan,88,Banswara,591,Garhi,16563,284633881
2017-2021,8,Rajasthan,88,Banswara,592,Ghatol,22331,402490262
2017-2021,8,Rajasthan,88,Banswara,593,Kushalgarh,17760,308795270
2017-2021,8,Rajasthan,629,Pratapgarh,594,Peepalakhunt,6871,155091523
2017-2021,8,Rajasthan,88,Banswara,595,Sajjangarh,11789,210428822
2017-2021,8,Rajasthan,89,Baran,596,Anta,4588,84872012
2017-2021,8,Rajasthan,89,Baran,597,Atru,6491,117353967
2017-2021,8,Rajasthan,89,Baran,598,Baran,4237,80057806
2017-2021,8,Rajasthan,89,Baran,599,Chhabara,5664,106045838
2017-2021,8,Rajasthan,89,Baran,600,Chhipabaraud,8483,165457676
2017-2021,8,Rajasthan,89,Baran,601,Kishanganj,7611,163738076
2017-2021,8,Rajasthan,89,Baran,602,Shahbad,6256,117440832
2017-2021,8,Rajasthan,90,Barmer,603,Balotara,12123,183381763
2017-2021,8,Rajasthan,90,Barmer,604,Barmer,12382,208681806
2017-2021,8,Rajasthan,90,Barmer,605,Baitu,21472,322316409
2017-2021,8,Rajasthan,90,Barmer,606,Chauhtan,21265,370009068
2017-2021,8,Rajasthan,90,Barmer,607,Dhoreemanna,14702,222789656
2017-2021,8,Rajasthan,90,Barmer,608,Sheo,5230,78056022
2017-2021,8,Rajasthan,90,Barmer,609,Sindhari,12908,196908294
2017-2021,8,Rajasthan,90,Barmer,610,Siwana,4767,66943632
2017-2021,8,Rajasthan,91,Bharatpur,611,Bayana,4191,64064536
2017-2021,8,Rajasthan,91,Bharatpur,612,Deeg,3692,58745076
2017-2021,8,Rajasthan,91,Bharatpur,613,Kaman,8930,139835942
2017-2021,8,Rajasthan,91,Bharatpur,614,Khumher,5252,142540856
2017-2021,8,Rajasthan,91,Bharatpur,615,Nadbai,2332,34461123
2017-2021,8,Rajasthan,91,Bharatpur,616,Nagar,3348,45295656
2017-2021,8,Rajasthan,91,Bharatpur,617,Rupwas,1949,31333049
2017-2021,8,Rajasthan,91,Bharatpur,618,Sewar,3279,44486164
2017-2021,8,Rajasthan,91,Bharatpur,619,Wair,1959,30273643
2017-2021,8,Rajasthan,92,Bhilwara,620,Asind,22645,277900516
2017-2021,8,Rajasthan,92,Bhilwara,621,Baneda,15041,233573782
2017-2021,8,Rajasthan,92,Bhilwara,622,Hurda,14613,190547664
2017-2021,8,Rajasthan,92,Bhilwara,623,Jahajpur,16590,267929828
2017-2021,8,Rajasthan,92,Bhilwara,624,Kotri,6685,67865022
2017-2021,8,Rajasthan,92,Bhilwara,625,Mandal,6878,85198402
2017-2021,8,Rajasthan,92,Bhilwara,626,Mandalagarh,9910,125117783
2017-2021,8,Rajasthan,92,Bhilwara,627,Raipur,9680,115312839
2017-2021,8,Rajasthan,92,Bhilwara,628,Sahada,7132,73384496
2017-2021,8,Rajasthan,92,Bhilwara,629,Shahpura,14805,186250630
2017-2021,8,Rajasthan,92,Bhilwara,630,Suwana,10041,120616159
2017-2021,8,Rajasthan,93,Bikaner,631,Bikaner,8596,107038859
2017-2021,8,Rajasthan,93,Bikaner,632,Kolayat,13159,210230713
2017-2021,8,Rajasthan,93,Bikaner,633,Lunkaransar,16301,257828278
2017-2021,8,Rajasthan,93,Bikaner,634,Nokha,11389,143430961
2017-2021,8,Rajasthan,93,Bikaner,635,Dungargarh,6596,69752388
2017-2021,8,Rajasthan,94,Bundi,636,Hindoli,11377,194587592
2017-2021,8,Rajasthan,94,Bundi,637,Keshoraipatan,7474,138469317
2017-2021,8,Rajasthan,94,Bundi,638,Nainva.,6900,107361100
2017-2021,8,Rajasthan,94,Bundi,639,Taleda,6927,114602280
2017-2021,8,Rajasthan,629,Pratapgarh,640,Arnod,5195,90371660
2017-2021,8,Rajasthan,95,Chittorgarh,641,Badisadri,3405,48628785
2017-2021,8,Rajasthan,95,Chittorgarh,642,Begun,6455,94102228
2017-2021,8,Rajasthan,95,Chittorgarh,643,Bhadesar,4251,72653697
2017-2021,8,Rajasthan,95,Chittorgarh,644,Bhaisrodgarh,7158,127448098
2017-2021,8,Rajasthan,95,Chittorgarh,645,Bhupalsagar,2777,35781328
2017-2021,8,Rajasthan,629,Pratapgarh,646,Choti Sadri,4946,73706364
2017-2021,8,Rajasthan,95,Chittorgarh,647,Chhitorgarh,3637,51877626
2017-2021,8,Rajasthan,95,Chittorgarh,648,Dungala,2458,33604473
2017-2021,8,Rajasthan,95,Chittorgarh,649,Gangrar,4951,74557441
2017-2021,8,Rajasthan,95,Chittorgarh,650,Kapasan,4557,76385714
2017-2021,8,Rajasthan,95,Chittorgarh,651,Nimbaheda,3484,48503845
2017-2021,8,Rajasthan,629,Pratapgarh,652,Pratapgarh,5678,106782930
2017-2021,8,Rajasthan,95,Chittorgarh,653,Rashmi,3524,37243768
2017-2021,8,Rajasthan,96,Churu,654,Churu,14571,197493210
2017-2021,8,Rajasthan,96,Churu,655,Rajgarh,23531,340766717
2017-2021,8,Rajasthan,96,Churu,656,Ratangarh,11851,178519001
2017-2021,8,Rajasthan,96,Churu,657,Sardarshahar,17996,293733613
2017-2021,8,Rajasthan,96,Churu,658,Sujangarh,9480,150408116
2017-2021,8,Rajasthan,96,Churu,659,Taranagar,15045,202241583
2017-2021,8,Rajasthan,97,Dausa,660,Bandikui,1500,24412647
2017-2021,8,Rajasthan,97,Dausa,661,Dausa,3912,64771062
2017-2021,8,Rajasthan,97,Dausa,662,Lalsot,4494,75296278
2017-2021,8,Rajasthan,97,Dausa,663,Mahawa,2012,29153395
2017-2021,8,Rajasthan,97,Dausa,664,Sikrai,2574,47307799
2017-2021,8,Rajasthan,98,Dholpur,665,Bari,9043,161580019
2017-2021,8,Rajasthan,98,Dholpur,666,Basedi,5473,100088017
2017-2021,8,Rajasthan,98,Dholpur,667,Dhaulpur,3943,45348465
2017-2021,8,Rajasthan,98,Dholpur,668,Rajakheda,4522,56733876
2017-2021,8,Rajasthan,99,Dungarpur,669,Aspur,8672,129161681
2017-2021,8,Rajasthan,99,Dungarpur,670,Bichhiwara,14301,225304120
2017-2021,8,Rajasthan,99,Dungarpur,671,Dungarpur,13627,204548022
2017-2021,8,Rajasthan,99,Dungarpur,672,Sagwara,25790,382919830
2017-2021,8,Rajasthan,99,Dungarpur,673,Seemalwara,14287,255118481
2017-2021,8,Rajasthan,100,Ganganagar,674,Anupgarh,11207,208032567
2017-2021,8,Rajasthan,100,Ganganagar,675,Ganganagar,10415,199159158
2017-2021,8,Rajasthan,100,Ganganagar,676,Karanpur,7558,143213049
2017-2021,8,Rajasthan,100,Ganganagar,677,Padampur,7082,126853876
2017-2021,8,Rajasthan,100,Ganganagar,678,Raisinghnagar,9079,167388307
2017-2021,8,Rajasthan,100,Ganganagar,679,Sadulshahar,6641,135011936
2017-2021,8,Rajasthan,100,Ganganagar,680,Suratgarh,10814,204718292
2017-2021,8,Rajasthan,101,Hanumangarh,681,Bhadra,11437,186647959
2017-2021,8,Rajasthan,101,Hanumangarh,682,Hanumangarh,12337,246686706
2017-2021,8,Rajasthan,101,Hanumangarh,683,Nohar,10141,184131021
2017-2021,8,Rajasthan,102,Jaipur,684,Amer,1328,18391050
2017-2021,8,Rajasthan,102,Jaipur,685,Bassi,1432,14078178
2017-2021,8,Rajasthan,102,Jaipur,686,Chaksu,1009,11607956
2017-2021,8,Rajasthan,102,Jaipur,687,Dudu,4566,63193163
2017-2021,8,Rajasthan,102,Jaipur,688,Govindgarh,2104,22035389
2017-2021,8,Rajasthan,102,Jaipur,689,Jamwa Ramgarh,2172,26933345
2017-2021,8,Rajasthan,102,Jaipur,690,Jhotwara,627,5964862
2017-2021,8,Rajasthan,102,Jaipur,691,Kotputli,1309,16926983
2017-2021,8,Rajasthan,102,Jaipur,692,Fagi,4264,57112672
2017-2021,8,Rajasthan,102,Jaipur,693,Sambhar,3577,41561591
2017-2021,8,Rajasthan,102,Jaipur,694,Sanganer,1285,11120073
2017-2021,8,Rajasthan,102,Jaipur,695,Shahpura,1795,23954084
2017-2021,8,Rajasthan,102,Jaipur,696,Viratnagar,2632,27594753
2017-2021,8,Rajasthan,103,Jaisalmer,697,Jaisalmer,12051,189816639
2017-2021,8,Rajasthan,103,Jaisalmer,698,Sam,19740,348563243
2017-2021,8,Rajasthan,103,Jaisalmer,699,Sankra,6056,101615985
2017-2021,8,Rajasthan,104,Jalore,700,Aahor,8306,99513332
2017-2021,8,Rajasthan,104,Jalore,701,Bhinmal,6039,94349163
2017-2021,8,Rajasthan,104,Jalore,702,Jalor,10792,125873569
2017-2021,8,Rajasthan,104,Jalore,703,Jasawantpura,4761,61974045
2017-2021,8,Rajasthan,104,Jalore,704,Raniwara,7859,99009517
2017-2021,8,Rajasthan,104,Jalore,705,Sanchor,4423,57520575
2017-2021,8,Rajasthan,104,Jalore,706,Sayala,9910,143285536
2017-2021,8,Rajasthan,105,Jhalawar,707,Bakani,13478,197382603
2017-2021,8,Rajasthan,105,Jhalawar,708,Dug,16650,249148144
2017-2021,8,Rajasthan,105,Jhalawar,709,Jhalrapatan,8271,129848750
2017-2021,8,Rajasthan,105,Jhalawar,710,Khanpur,7407,100703151
2017-2021,8,Rajasthan,105,Jhalawar,711,Manoharthana,17304,276982224
2017-2021,8,Rajasthan,105,Jhalawar,712,Pidawa,14244,203265965
2017-2021,8,Rajasthan,106,Jhunjhunu,713,Alsisar,2437,38734951
2017-2021,8,Rajasthan,106,Jhunjhunu,714,Buhana,2172,32391969
2017-2021,8,Rajasthan,106,Jhunjhunu,715,Chirawa,1726,21930585
2017-2021,8,Rajasthan,106,Jhunjhunu,716,Jhunjhunu,1749,22413722
2017-2021,8,Rajasthan,106,Jhunjhunu,717,Khetri,3409,52273200
2017-2021,8,Rajasthan,106,Jhunjhunu,718,Nawalgarh,3436,50600522
2017-2021,8,Rajasthan,106,Jhunjhunu,719,Surajgarh,1256,20432044
2017-2021,8,Rajasthan,106,Jhunjhunu,720,Udaipurwati,3722,53366706
2017-2021,8,Rajasthan,107,Jodhpur,721,Balesar,8055,148088310
2017-2021,8,Rajasthan,107,Jodhpur,722,Bap,7304,152368708
2017-2021,8,Rajasthan,107,Jodhpur,723,Bhopalgarh,7061,123687069
